Player,Position,a,a_g,bks,eng,es_toi,es_toi_g,esa,esfol,esfow,esg,esp,first_g,fo_perc,fo_total,fol,fow,g,g_g,g_misc,gp,gva,gwg,hits,major,match_pen,minor,misc,mss,otg,p,p_g,pim,plus_minus,pp_toi,pp_toi_g,ppa,ppfol,ppfow,ppg,ppp,ps,s_g,sft_g,sh_toi,sh_toi_g,sha,shfol,shfow,shg,shifts,shot_perc,shots,shp,tka,toi,toi_g,toi_s,total_so_g,total_so_gdg,total_so_s,gs,w,l,ot,sa,ga,gaa,sv,sv_perc,so
"Alex Pietrangelo",D,1,0.11,7,0,123,13,0,0,0,1,1,0,0,0,0,0,1,0.11,0,9,1,0,4,0,0,3,0,3,0,2,0.22,6,-9,24,2,1,0,0,0,1,0,0,23,1,0,0,0,0,0,207,14.3,7,0,3,149,16,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Plante",D,1,0.25,2,0,54,13,1,0,0,0,1,0,0,0,0,0,0,0,0,4,2,0,7,0,0,1,0,3,0,1,0.25,2,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,76,0,4,0,1,54,13,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tanguay",LW,27,0.34,30,1,1082,13,23,11,8,7,30,2,44,25,14,11,10,0.12,0,80,35,2,42,0,0,16,0,44,0,37,0.46,32,-2,161,2,4,3,3,3,7,0,0,21.4,19,0,0,0,0,0,1715,11,91,0,34,1263,15,44,0,0,4,0,0,0,0,0,0,0,0,0,0
"Alexander Edler",D,37,0.49,115,1,1326,17,20,0,0,3,23,2,0,0,0,0,5,0.07,0,76,52,0,84,0,0,20,0,83,0,42,0.55,40,0,229,3,17,0,0,2,19,0,0,26.8,164,2,0,0,0,0,2038,3.1,161,0,14,1721,22,51,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alexander Frolov",LW,32,0.4,14,3,1198,14,24,0,3,14,38,3,58.3,12,5,7,19,0.23,0,81,40,1,58,0,0,13,0,63,0,51,0.63,26,-1,184,2,8,1,0,5,13,0,0,23.9,110,1,0,4,4,0,1933,10.4,182,0,27,1493,18,46,0,0,1,0,0,0,0,0,0,0,0,0,0
"Alexander Ovechkin",LW,59,0.82,20,5,1201,16,36,11,10,37,73,11,45.4,22,12,10,50,0.69,3,72,76,7,185,3,0,22,0,172,0,109,1.51,89,45,364,5,23,1,0,13,36,0,0,19.7,4,0,0,0,0,0,1420,13.6,368,0,66,1569,21,66,2,1,9,0,0,0,0,0,0,0,0,0,0
"Alexander Pechurski",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,13,1,1.67,12,0.923,0
"Alexander Salak",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,1,0,40,6,5.37,34,0.85,0
"Alexander Semin",RW,44,0.6,21,0,1077,14,25,7,2,30,55,9,37.5,16,10,6,40,0.55,0,73,58,5,30,0,0,33,0,108,0,84,1.15,66,36,246,3,19,2,3,8,27,0,0,20.5,71,0,0,1,1,2,1493,14.4,278,2,61,1396,19,56,2,0,7,0,0,0,0,0,0,0,0,0,0
"Alexander Steen",C,23,0.34,39,1,845,12,14,35,20,15,29,5,41.1,73,43,30,24,0.35,0,68,20,4,45,0,0,14,0,60,0,47,0.69,30,6,185,2,9,1,3,7,16,0,0,22.4,75,1,0,7,7,2,1523,12.7,189,2,24,1106,16,44,0,0,1,0,0,0,0,0,0,0,0,0,0
"Alexander Sulzer",D,2,0.1,18,0,252,12,1,0,0,0,1,0,0,0,0,0,0,0,0,20,11,0,11,0,0,2,0,7,0,2,0.1,4,4,3,0,0,0,0,0,0,0,0,16.6,11,0,1,0,0,0,332,0,15,1,4,267,13,48,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alexandre Bolduc",C,0,0,13,0,121,8,0,31,41,0,0,0,54,87,40,47,0,0,0,15,3,0,20,1,0,4,0,5,0,0,0,13,-3,0,0,0,2,0,0,0,0,0,16.3,27,1,0,7,6,0,245,0,14,0,7,149,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alexandre Giroux",LW,2,0.22,1,0,79,8,2,0,0,1,3,0,0,0,0,0,1,0.11,0,9,0,0,14,0,0,2,0,5,0,3,0.33,4,3,13,1,0,0,0,0,0,0,0,14,0,0,0,0,0,0,126,5.9,17,0,4,93,10,44,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alexandre Picard",LW,0,0,2,0,63,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,18,2,0,0,0,1,0,0,0,10,-3,1,0,0,0,0,0,0,0,0,10.2,0,0,0,0,0,0,92,0,12,0,2,64,7,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alexei Ponikarovsky",LW,29,0.38,43,0,1024,13,22,18,8,16,38,2,31.6,38,26,12,21,0.27,1,77,31,1,146,1,0,23,0,86,0,50,0.65,61,-1,215,2,7,3,3,5,12,0,0,20.1,27,0,0,5,1,0,1550,11.4,184,0,18,1267,16,49,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anders Eriksson",D,5,0.25,24,0,267,13,4,0,0,0,4,0,0,0,0,0,0,0,0,20,6,0,19,0,0,1,0,8,0,5,0.25,2,2,21,1,1,0,0,0,1,0,0,21.2,16,0,0,0,0,0,424,0,6,0,3,304,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andre Deveaux",C,0,0,0,0,6,6,0,0,1,0,0,0,100,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,10,0,1,0,0,6,6,37,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andreas Lilja",D,1,0.05,21,0,245,12,1,0,0,1,2,1,0,0,0,0,1,0.05,0,20,14,0,38,0,0,2,0,8,0,2,0.1,4,-2,0,0,0,0,0,0,0,0,0,18.7,37,1,0,0,0,0,374,5.3,19,0,1,282,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andreas Nodl",RW,1,0.1,1,0,78,7,1,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,8,0,0,0,0,1,0,1,0.1,0,-2,0,0,0,0,0,0,0,0,0,13.3,10,1,0,0,0,0,133,0,2,0,3,89,8,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andreas Thuresson",RW,2,0.09,6,0,211,9,2,7,3,1,3,0,30,10,7,3,1,0.05,0,22,5,0,42,0,0,2,0,12,0,3,0.14,4,-5,4,0,0,0,0,0,0,0,0,13.4,3,0,0,0,0,0,294,3.3,30,0,6,219,9,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrei Kostitsyn",LW,18,0.31,17,0,809,13,15,5,1,9,24,2,16.7,6,5,1,15,0.25,0,59,42,2,102,0,0,16,0,65,1,33,0.56,32,1,132,2,3,0,0,6,9,0,0,20.9,1,0,0,0,0,0,1233,11,136,0,25,943,15,46,2,1,4,0,0,0,0,0,0,0,0,0,0
"Andrei Loktionov",C,0,0,0,0,11,11,0,7,1,0,0,0,12.5,8,7,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,15,0,1,0,1,11,11,47,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrei Markov",D,28,0.62,61,0,816,18,15,0,0,2,17,4,0,0,0,0,6,0.13,0,45,33,1,47,0,0,16,0,46,0,34,0.76,32,11,154,3,12,0,0,4,16,0,0,29.3,100,2,1,0,0,0,1318,7.1,85,1,34,1071,23,49,0,0,1,0,0,0,0,0,0,0,0,0,0
"Andrej Meszaros",D,11,0.14,108,0,1306,16,6,0,0,4,10,0,0,0,0,0,6,0.07,0,81,35,1,112,0,0,24,0,55,1,17,0.21,50,-14,167,2,5,0,0,2,7,0,0,27.9,160,1,0,0,0,0,2262,4.1,145,0,26,1634,20,43,0,0,1,0,0,0,0,0,0,0,0,0,0
"Andrej Sekera",D,7,0.14,47,0,758,15,6,0,0,4,10,0,0,0,0,0,4,0.08,0,49,25,0,43,0,0,3,0,15,0,11,0.22,6,-1,75,1,1,0,0,0,1,0,0,21.9,21,0,0,0,0,0,1073,6.8,59,0,12,855,17,48,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Alberts",D,9,0.12,89,0,1029,13,9,0,0,3,12,2,0,0,0,0,3,0.04,1,76,40,0,222,5,0,26,0,29,0,12,0.16,87,6,4,0,0,0,0,0,0,0,0,20.9,135,1,0,0,0,0,1591,6,50,0,20,1169,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Brunette",LW,36,0.44,20,0,1129,13,23,1,4,13,36,3,50,10,5,5,25,0.3,0,82,29,3,33,0,0,6,0,41,1,61,0.74,12,-5,264,3,13,4,1,12,25,0,0,21.8,2,0,0,0,0,0,1787,19.4,129,0,15,1396,17,47,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Cogliano",C,18,0.22,28,0,1027,12,16,192,141,9,25,2,43,379,216,163,10,0.12,0,82,52,1,80,1,0,13,0,47,0,28,0.34,31,-5,73,0,2,6,8,1,3,0,0,18.8,61,0,0,18,14,0,1541,7.2,139,0,32,1162,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Ebbett",C,6,0.1,30,0,674,11,3,242,240,7,10,2,49.5,553,279,274,9,0.15,0,61,19,2,43,0,0,4,0,33,1,15,0.25,8,-8,45,0,3,16,19,2,5,0,0,17.5,55,0,0,21,15,0,1066,12.5,72,0,17,774,12,44,1,0,2,0,0,0,0,0,0,0,0,0,0
"Andrew Ference",D,8,0.16,66,0,865,16,8,0,0,0,8,0,0,0,0,0,0,0,0,51,18,0,58,0,0,8,0,35,0,8,0.16,16,-7,41,0,0,0,0,0,0,0,0,25.4,97,1,0,0,0,0,1297,0,60,0,4,1004,19,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Gordon",RW,0,0,1,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,16,0,0,0,0,13,6,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Ladd",LW,21,0.26,33,0,1065,12,20,7,5,17,37,2,41.7,12,7,5,17,0.21,1,82,22,1,104,3,0,16,1,54,0,38,0.46,67,2,50,0,1,0,0,0,1,0,0,18.7,7,0,0,0,0,0,1534,11.5,148,0,35,1122,13,44,1,1,4,0,0,0,0,0,0,0,0,0,0
"Andrew MacDonald",D,6,0.13,94,0,787,17,6,0,0,1,7,0,0,0,0,0,1,0.02,0,46,22,0,36,0,0,10,0,27,0,7,0.15,20,4,77,1,0,0,0,0,0,0,0,23.2,59,1,0,0,0,0,1068,2.3,43,0,40,924,20,52,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Murray",C,2,0.04,11,0,427,9,1,66,48,5,6,2,41.5,118,69,49,5,0.11,0,46,3,0,75,0,0,3,0,18,0,7,0.15,6,-6,10,0,0,1,0,0,0,0,0,16.5,38,0,1,2,1,0,760,6.8,73,1,3,476,10,38,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Peters",LW,0,0,3,0,150,5,0,2,2,0,0,0,50,4,2,2,0,0,1,29,5,0,29,9,0,9,2,3,0,0,0,93,-5,0,0,0,0,0,0,0,0,0,8.8,0,0,0,0,0,0,254,0,15,0,0,150,5,36,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Raycroft",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,967,0,0,0,0,0,14,9,5,1,438,39,2.42,399,0.911,1
"Andy Greene",D,31,0.4,155,0,1492,19,19,0,0,2,21,0,0,0,0,0,6,0.08,0,78,59,4,55,0,0,7,0,55,0,37,0.47,14,9,201,2,11,0,0,4,15,0,0,31.3,141,1,1,0,0,0,2443,7,86,1,34,1835,23,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andy Hilbert",C,0,0,2,0,37,9,0,2,0,0,0,0,0,2,2,0,0,0,0,4,2,0,4,0,0,1,0,1,0,0,0,2,-2,0,0,0,0,0,0,0,0,0,14.8,0,0,0,0,0,0,59,0,6,0,0,38,9,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andy McDonald",C,33,0.42,28,0,1093,13,17,137,172,18,35,6,53.9,447,206,241,24,0.3,0,79,34,3,46,0,0,9,0,64,1,57,0.72,18,-9,264,3,16,45,49,6,22,0,0,24.4,73,0,0,24,20,0,1927,12.6,191,0,30,1432,18,45,4,1,9,0,0,0,0,0,0,0,0,0,0
"Andy Sutton",D,8,0.11,204,0,1274,17,8,0,0,5,13,1,0,0,0,0,5,0.07,1,72,64,0,197,3,0,35,1,35,0,13,0.18,107,-10,16,0,0,0,0,0,0,0,0,24.6,178,2,0,0,0,0,1772,6.5,77,0,24,1469,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andy Wozniewski",D,0,0,1,0,17,8,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,0,30,0,1,0,0,18,9,37,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anssi Salmela",D,6,0.16,30,0,489,12,6,0,0,1,7,0,0,0,0,0,2,0.05,0,38,16,0,48,0,0,11,0,16,0,8,0.21,22,-1,13,0,0,0,0,0,0,0,0,17.6,9,0,0,0,0,1,669,4.9,41,1,9,511,13,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"Antero Niittymaki",G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2657,0,0,0,0,0,46,21,18,5,1388,127,2.87,1261,0.909,1
"Antoine Vermette",C,38,0.46,40,4,1228,14,32,516,613,19,51,2,54.2,1573,721,852,27,0.33,0,82,28,1,91,0,0,16,0,49,0,65,0.79,32,2,215,2,6,77,120,6,12,0,0,28.2,207,2,0,128,119,2,2310,17.3,156,2,33,1651,20,43,0,0,4,0,0,0,0,0,0,0,0,0,0
"Anton Khudobin",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,1,2,0,0,48,1,0.87,47,0.979,0
"Anton Stralman",D,28,0.38,55,0,1183,16,10,0,0,2,12,2,0,0,0,0,6,0.08,0,73,21,0,63,1,0,16,0,36,0,34,0.47,37,-17,262,3,18,0,0,4,22,0,0,25.4,49,0,0,0,0,0,1856,5,121,0,16,1495,20,48,0,0,2,0,0,0,0,0,0,0,0,0,0
"Anton Volchenkov",D,10,0.16,172,0,1092,17,9,0,0,4,13,2,0,0,0,0,4,0.06,0,64,41,0,153,0,0,19,0,34,0,14,0.22,38,2,6,0,0,0,0,0,0,0,0,24.9,225,3,1,0,0,0,1592,5.8,69,1,17,1324,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"Antti Miettinen",RW,22,0.28,30,0,1082,13,15,29,23,15,30,2,42.2,83,48,35,20,0.25,0,79,25,4,87,0,0,22,0,74,0,42,0.53,44,-2,215,2,6,13,10,5,11,0,0,24.3,128,1,1,6,2,0,1917,11.4,175,1,19,1425,18,45,2,0,7,0,0,0,0,0,0,0,0,0,0
"Antti Niemi",G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2190,0,0,0,0,0,35,26,7,4,936,82,2.25,854,0.912,7
"Anze Kopitar",C,47,0.57,51,0,1338,16,23,495,463,19,42,5,49.7,1211,609,602,34,0.41,0,82,46,2,80,0,0,8,0,110,0,81,0.99,16,6,317,3,24,85,95,14,38,0,0,25.8,129,1,0,29,44,1,2113,13.1,259,1,36,1786,21,51,8,4,16,0,0,0,0,0,0,0,0,0,0
"Arron Asham",RW,14,0.19,16,0,706,9,14,10,1,10,24,2,15.4,13,11,2,10,0.14,0,72,9,2,92,14,0,23,1,30,0,24,0.33,126,-2,17,0,0,1,0,0,0,0,0,14.4,0,0,0,0,1,0,1037,11,91,0,22,725,10,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Artem Anisimov",C,16,0.2,41,0,941,11,15,357,287,11,26,3,44.9,690,380,310,12,0.15,0,82,9,2,45,0,0,16,0,49,0,28,0.34,32,-2,59,0,1,15,13,1,2,0,0,17.5,57,0,0,8,10,0,1437,9.7,124,0,28,1057,12,44,0,0,2,0,0,0,0,0,0,0,0,0,0
"Arturs Kulda",D,2,0.5,8,0,42,10,2,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,9,0,0,1,0,1,0,2,0.5,2,2,0,0,0,0,0,0,0,0,0,18.8,5,1,0,0,0,0,75,0,5,0,0,47,11,38,0,0,0,0,0,0,0,0,0,0,0,0,0
"Barret Jackman",D,15,0.23,106,0,1233,18,15,0,0,1,16,1,0,0,0,0,2,0.03,0,66,57,0,70,3,0,25,1,31,0,17,0.26,81,3,12,0,0,0,0,0,0,0,0,29.5,250,3,0,0,0,1,1946,2.7,73,1,32,1496,22,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ben Eager",LW,9,0.15,6,0,496,8,9,1,0,7,16,0,0,1,1,0,7,0.12,0,60,11,2,51,8,1,24,2,21,0,16,0.27,120,9,3,0,0,0,0,0,0,0,0,12.3,0,0,0,0,0,0,736,10.3,68,0,12,499,8,41,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ben Guite",RW,0,0,4,0,42,7,0,15,13,0,0,0,44.1,34,19,15,0,0,0,6,1,0,14,0,0,2,0,3,0,0,0,4,-3,0,0,0,0,0,0,0,0,0,13.2,7,1,0,4,2,0,79,0,5,0,1,50,8,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ben Lovejoy",D,3,0.25,14,0,169,14,3,0,0,0,3,0,0,0,0,0,0,0,0,12,7,0,14,0,0,1,0,5,0,3,0.25,2,8,12,1,0,0,0,0,0,0,0,22.3,17,1,0,0,0,0,268,0,14,0,2,199,16,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ben Maxwell",C,0,0,1,0,113,8,0,8,8,0,0,0,50,16,8,8,0,0,0,13,0,0,4,0,0,3,0,5,0,0,0,6,-2,0,0,0,0,0,0,0,0,0,12.7,0,0,0,0,0,0,165,0,6,0,1,114,8,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ben Walter",C,0,0,0,0,10,5,0,4,2,0,0,0,33.3,6,4,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,19,0,0,0,0,11,5,37,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benn Ferriero",C,3,0.12,3,0,251,10,3,1,2,2,5,1,75,4,1,3,2,0.08,0,24,8,0,17,0,0,4,0,13,0,5,0.21,8,4,13,0,0,0,1,0,0,0,0,16.2,2,0,0,0,0,0,389,4.8,42,0,11,267,11,41,0,0,1,0,0,0,0,0,0,0,0,0,0
"Benoit Pouliot",LW,11,0.21,19,0,703,13,9,5,5,13,22,3,45.4,11,6,5,17,0.32,0,53,20,3,61,1,0,19,0,39,0,28,0.53,43,8,101,1,2,0,0,4,6,0,0,20.5,14,0,0,1,0,0,1084,15.3,111,0,21,819,15,45,0,0,1,0,0,0,0,0,0,0,0,0,0
"Bill Guerin",RW,24,0.31,13,0,1022,13,17,8,9,10,27,2,50,28,14,14,21,0.27,0,78,38,4,77,5,0,20,1,83,0,45,0.58,75,-9,344,4,7,6,5,11,18,0,0,19.6,0,0,0,0,0,0,1531,9.3,227,0,9,1367,17,54,0,0,3,0,0,0,0,0,0,0,0,0,0
"Blair Betts",C,10,0.16,63,1,590,9,10,263,307,6,16,3,50.9,855,420,435,8,0.13,0,63,13,2,95,0,0,7,0,22,0,18,0.29,14,7,6,0,0,5,7,1,1,0,0,20,197,3,0,152,121,1,1261,12.7,63,1,20,794,12,38,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blair Jones",C,0,0,11,0,161,11,0,10,10,0,0,0,53.6,28,13,15,0,0,0,14,1,0,22,2,0,0,0,9,0,0,0,10,-5,3,0,0,0,0,0,0,0,0,18.9,14,1,0,3,5,0,264,0,26,0,9,179,12,41,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blake Comeau",LW,18,0.3,31,1,786,12,12,2,4,16,28,3,47.6,21,11,10,17,0.28,0,61,29,2,111,0,0,19,0,30,0,35,0.57,40,-2,30,0,3,0,1,0,3,0,0,19.9,122,2,3,9,5,1,1215,12.8,133,4,39,940,15,46,0,0,0,0,0,0,0,0,0,0,0,0,0
