player,position,a,a_g,bks,eng,es_toi,es_toi_g,esa,esfol,esfow,esg,esp,first_g,fo_perc,fo_total,fol,fow,g,g_g,g_misc,gp,gva,gwg,hits,major,match_pen,minor,misc,mss,otg,p,p_g,pim,plus_minus,pp_toi,pp_toi_g,ppa,ppfol,ppfow,ppg,ppp,ps,s_g,sft_g,sh_toi,sh_toi_g,sha,shfol,shfow,shg,shifts,shot_perc,shots,shp,tka,toi,toi_g,toi_s,total_so_g,total_so_gdg,total_so_s,gs,w,l,ot,sa,ga,gaa,sv,sv_perc,so
"Adam Pardy",D,9,0.15,44,0,827,13,9,0,0,1,10,0,0,0,0,0,1,0.02,0,60,26,0,77,1,0,27,1,25,0,10,0.17,69,3,19,0,0,0,0,0,0,0,0.6,21.2,53,0,0,0,0,0,1273,0.026,38,0,19,899,14,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adrian Aucoin",D,24,0.3,55,0,1222,15,14,0,0,7,21,1,0,0,0,0,10,0.12,0,81,29,3,62,0,0,23,0,70,1,34,0.42,46,-8,343,4,9,0,0,3,12,0,1.6,28.9,239,2,1,0,0,0,2340,0.079,126,1,28,1805,22,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ales Hemsky",RW,43,0.6,35,2,1030,14,16,4,0,19,35,3,0,4,4,0,23,0.32,0,72,76,2,16,0,0,16,0,46,0,66,0.92,32,1,305,4,27,0,0,4,31,0,2.6,23.6,6,0,0,0,0,0,1696,0.124,185,0,38,1342,18,47,2,2,6,0,0,0,0,0,0,0,0,0,0
"Ales Kotalik",RW,23,0.31,22,1,943,12,11,27,23,11,22,3,0.424,85,49,36,20,0.27,0,75,29,1,121,0,0,17,0,61,0,43,0.57,34,-5,213,2,12,21,13,9,21,0,2.8,20.5,1,0,0,1,0,0,1536,0.096,208,0,25,1158,15,45,8,5,13,0,0,0,0,0,0,0,0,0,0
"Alex Auld",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2449,0,0,0,0,0,38,16,18,7,1141,101,2.47,1040,0.911,1
"Alex Burrows",LW,23,0.28,38,1,1102,13,22,33,29,24,46,4,0.462,80,43,37,28,0.34,1,82,26,3,68,4,0,45,3,62,1,51,0.62,150,23,37,0,0,3,2,0,0,0,2.1,23.9,242,2,1,7,6,4,1956,0.16,175,5,63,1381,16,42,1,0,6,0,0,0,0,0,0,0,0,0,0
"Alex Goligoski",D,14,0.31,49,0,640,14,10,0,0,2,12,1,0,0,0,0,6,0.13,0,45,24,0,30,0,0,7,0,25,0,20,0.44,16,5,180,4,4,0,0,4,8,0,1.4,20.4,3,0,0,0,0,0,919,0.098,61,0,9,823,18,54,1,1,2,0,0,0,0,0,0,0,0,0,0
"Alex Henry",D,0,0,1,0,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,10,-2,0,0,0,0,0,0,0,0,0,9.5,0,0,0,0,0,0,19,0,0,0,0,13,6,41,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Kovalev",RW,39,0.5,20,0,1067,13,17,16,11,14,31,7,0.32,50,34,16,26,0.33,0,78,64,4,56,0,0,36,0,86,1,65,0.83,74,-5,329,4,21,9,2,11,32,0,2.7,21.5,118,1,1,9,3,1,1675,0.124,209,2,44,1515,19,54,4,2,8,0,0,0,0,0,0,0,0,0,0
"Alex Pietrangelo",D,1,0.12,2,0,111,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,3,0,0,1,0,4,0,1,0.12,2,0,19,2,1,0,0,0,1,0,0.9,21.4,1,0,0,0,0,0,171,0,7,0,6,132,16,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Tanguay",LW,25,0.5,13,0,599,11,14,0,0,11,25,3,0,0,0,0,16,0.32,0,50,24,3,47,0,0,17,0,39,0,41,0.82,34,13,186,3,11,0,0,5,16,1,1.5,19.4,18,0,0,0,0,0,971,0.211,76,0,31,804,16,50,2,2,5,0,0,0,0,0,0,0,0,0,0
"Alexander Edler",D,27,0.34,93,0,1282,16,11,0,0,5,16,2,0,0,0,0,10,0.12,0,80,65,1,102,0,0,27,0,73,0,37,0.46,54,11,277,3,16,0,0,5,21,0,1.8,25.7,130,1,0,0,0,0,2054,0.069,145,0,29,1690,21,49,0,0,2,0,0,0,0,0,0,0,0,0,0
"Alexander Frolov",LW,27,0.35,20,2,1085,14,13,2,3,19,32,5,0.454,11,6,5,32,0.42,0,77,71,1,49,0,0,15,0,87,0,59,0.77,30,-6,260,3,13,1,2,12,25,0,2.3,25.4,187,2,1,3,0,1,1955,0.182,176,2,54,1533,19,47,1,1,6,0,0,0,0,0,0,0,0,0,0
"Alexander Nikulin",C,0,0,0,0,5,5,0,3,0,0,0,0,0,3,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,8,0,0,0,0,0,0,8,0,1,0,0,5,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alexander Ovechkin",LW,54,0.68,32,5,1316,16,27,20,7,36,63,9,0.25,32,24,8,56,0.71,0,79,107,10,243,0,0,35,0,220,2,110,1.39,72,8,427,5,27,0,0,19,46,0,6.7,21.4,73,0,0,4,1,1,1694,0.106,528,1,60,1817,23,64,2,0,7,0,0,0,0,0,0,0,0,0,0
"Alexander Semin",RW,45,0.73,10,1,850,13,21,10,8,26,47,8,0.5,24,12,12,34,0.55,1,62,66,8,22,1,0,31,0,104,2,79,1.27,77,25,248,4,22,2,3,8,30,0,3.6,20.5,94,1,2,0,1,0,1272,0.152,223,2,73,1192,19,56,3,2,7,0,0,0,0,0,0,0,0,0,0
"Alexander Steen",C,20,0.25,54,0,1022,12,13,86,74,4,17,0,0.453,236,129,107,8,0.1,0,81,17,0,38,0,0,15,0,60,0,28,0.35,30,-10,127,1,7,16,13,3,10,0,1.8,24.2,172,2,0,27,20,1,1958,0.054,148,1,31,1323,16,41,0,0,1,0,0,0,0,0,0,0,0,0,0
"Alexander Sulzer",D,0,0,1,0,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,20,0,0,0,1,13,6,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alexandre Bolduc",C,1,0.14,0,0,45,6,1,8,5,0,1,0,0.385,13,8,5,0,0,0,7,3,0,4,0,0,2,0,1,0,1,0.14,4,1,0,0,0,0,0,0,0,0,1,12,6,0,0,0,0,0,84,0,7,0,2,51,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alexandre Giroux",LW,1,0.08,2,0,117,9,1,1,0,1,2,0,0,1,1,0,1,0.08,0,12,3,1,22,0,0,5,0,10,0,2,0.17,10,4,9,0,0,0,0,0,0,0,1.7,13,0,0,0,0,0,0,156,0.05,20,0,6,126,10,49,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alexandre Picard",D,1,0.07,3,0,101,6,1,0,0,0,1,0,0,0,0,0,0,0,0,15,3,0,28,2,0,3,1,2,0,1,0.07,26,-1,0,0,0,0,0,0,0,0,0.7,10.2,0,0,0,0,0,0,153,0,10,0,3,103,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alexandre Picard",D,8,0.17,52,0,700,14,4,0,0,0,4,2,0,0,0,0,6,0.13,0,47,36,1,49,0,0,4,0,29,0,14,0.3,8,-2,161,3,4,0,0,6,10,0,1.5,22.3,25,0,0,0,0,0,1050,0.083,72,0,9,886,18,51,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alexei Ponikarovsky",LW,38,0.46,53,0,1052,12,30,4,4,18,48,3,0.545,11,5,6,23,0.28,0,82,32,3,104,0,0,19,0,81,0,61,0.74,38,6,175,2,8,0,0,5,13,0,2.3,20.7,67,0,0,1,2,0,1696,0.124,185,0,34,1294,15,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alexei Semenov",D,7,0.15,30,0,567,12,6,0,0,1,7,0,0,0,0,0,1,0.02,0,47,19,0,53,3,0,21,0,16,0,8,0.17,57,3,7,0,1,0,0,0,1,0,0.6,18.1,37,0,0,0,0,0,852,0.036,28,0,10,613,13,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andre Deveaux",C,1,0.05,10,0,149,7,1,4,2,0,1,0,0.286,7,5,2,0,0,0,21,3,0,44,9,0,10,1,3,0,1,0.05,75,-3,2,0,0,1,0,0,0,0,0.7,10.2,0,0,0,0,0,0,214,0,15,0,2,152,7,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andre Roy",LW,0,0,0,0,240,5,0,0,1,3,3,0,1,1,0,1,3,0.07,0,44,5,1,42,9,0,14,1,10,0,3,0.07,83,-1,0,0,0,0,0,0,0,0,0.6,8.5,1,0,0,0,0,0,374,0.115,26,0,7,241,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andreas Lilja",D,11,0.18,92,0,816,13,11,0,0,2,13,0,0,0,0,0,2,0.03,1,60,29,0,95,4,0,18,0,25,0,13,0.22,66,13,2,0,0,0,0,0,0,0,1,22.8,200,3,0,0,0,0,1365,0.033,60,0,8,1019,16,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andreas Nodl",RW,3,0.08,14,0,395,10,3,0,0,1,4,0,0,0,0,0,1,0.03,0,38,20,0,40,0,0,1,0,14,0,4,0.11,2,-15,8,0,0,0,0,0,0,0,0.9,15.6,19,0,0,0,0,0,593,0.03,33,0,10,423,11,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrei Kostitsyn",LW,18,0.24,23,0,914,12,9,3,3,17,26,5,0.5,6,3,3,23,0.31,0,74,37,2,124,2,0,15,1,75,0,41,0.55,50,-7,227,3,9,0,0,6,15,0,2.3,18.2,11,0,0,0,0,0,1348,0.136,169,0,18,1153,15,51,0,0,5,0,0,0,0,0,0,0,0,0,0
"Andrei Markov",D,52,0.67,111,0,1270,16,19,0,0,5,24,1,0,0,0,0,12,0.15,0,78,103,3,61,0,0,18,0,70,0,64,0.82,36,-2,402,5,32,0,0,7,39,0,2.1,28.2,248,3,1,0,0,0,2197,0.073,165,1,60,1920,24,52,3,1,7,0,0,0,0,0,0,0,0,0,0
"Andrej Meszaros",D,14,0.27,98,0,925,17,10,0,0,1,11,1,0,0,0,0,2,0.04,0,52,40,1,68,0,0,18,0,42,0,16,0.31,36,-4,133,2,4,0,0,1,5,0,1.7,33,199,3,0,0,0,0,1715,0.023,87,0,21,1257,24,44,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrej Sekera",D,16,0.23,94,0,1156,16,12,0,0,2,14,0,0,0,0,0,3,0.04,0,69,47,1,64,0,0,11,0,29,0,19,0.28,22,-11,105,1,4,0,0,1,5,0,1.2,26.7,165,2,0,0,0,0,1839,0.036,84,0,19,1428,20,47,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Alberts",D,12,0.15,133,0,1042,13,11,0,0,1,12,0,0,0,0,0,1,0.01,0,79,59,0,157,3,0,23,0,23,0,13,0.16,61,6,9,0,0,0,0,0,0,0,0.6,21,195,2,1,0,0,0,1662,0.022,46,1,27,1247,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Brunette",LW,28,0.35,13,0,1083,13,19,4,2,13,32,7,0.222,9,7,2,22,0.28,0,80,32,3,22,0,0,9,0,29,0,50,0.62,18,-5,271,3,9,3,0,9,18,0,1.5,23.2,1,0,0,0,0,0,1855,0.186,118,0,16,1355,16,44,0,0,1,0,0,0,0,0,0,0,0,0,0
"Andrew Cogliano",C,20,0.24,39,0,972,11,15,390,226,14,29,1,0.372,702,441,261,18,0.22,0,82,42,4,57,0,0,11,0,49,0,38,0.46,22,-6,160,1,5,44,30,4,9,0,1.4,19.6,48,0,0,7,5,0,1610,0.155,116,0,28,1181,14,44,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Ebbett",C,24,0.5,22,0,575,11,19,193,165,2,21,0,0.486,455,234,221,8,0.17,0,48,17,0,34,0,0,7,1,34,0,32,0.67,24,8,85,1,5,36,52,6,11,0,2.1,18.2,4,0,0,5,4,0,874,0.08,100,0,12,665,13,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Ference",D,15,0.32,72,0,792,16,9,0,0,0,9,0,0,0,0,0,1,0.02,0,47,15,0,60,2,0,15,0,31,0,16,0.34,40,7,106,2,6,0,0,1,7,0,1.5,26.1,113,2,0,0,0,0,1227,0.014,72,0,14,1012,21,49,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Gordon",RW,0,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11,0,0,0,0,0,0,11,0,1,0,0,7,7,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Hutchinson",D,3,0.08,35,0,528,13,2,0,0,2,4,0,0,0,0,0,2,0.05,0,40,13,0,11,0,0,6,0,24,0,5,0.12,12,-9,26,0,1,0,0,0,1,0,1.4,20.2,18,0,0,0,0,0,809,0.034,58,0,2,574,14,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Ladd",LW,34,0.41,22,1,1071,13,32,26,8,15,47,3,0.238,42,32,10,15,0.18,0,82,15,2,117,0,0,14,0,48,0,49,0.6,28,26,30,0,1,0,1,0,1,0,2.4,22,78,0,1,6,1,0,1803,0.077,195,1,43,1180,14,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew MacDonald",D,0,0,3,0,29,9,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,2,2,0,0,0,0,0,0,0,0,0.3,13.7,0,0,0,0,0,0,41,0,1,0,2,30,10,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Murray",C,3,0.04,36,0,637,9,2,43,33,7,9,1,0.459,85,46,39,8,0.12,0,67,5,3,147,0,0,5,0,23,0,11,0.16,10,-6,25,0,0,0,2,1,1,0,1.3,17.5,92,1,1,3,4,0,1170,0.09,89,1,20,755,11,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Peters",LW,1,0.04,2,0,112,4,1,0,0,0,1,0,0,1,1,0,0,0,0,28,5,0,10,11,0,8,1,3,0,1,0.04,81,-2,0,0,0,1,0,0,0,0,0.4,6.8,0,0,0,0,0,0,189,0,10,0,0,112,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Raycroft",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,0,0,0,0,0,27,12,16,0,836,90,3.14,746,0.892,0
"Andy Greene",D,7,0.14,63,0,704,14,7,0,0,2,9,0,0,0,0,0,2,0.04,0,49,18,0,37,0,0,11,0,28,0,9,0.18,22,3,84,1,0,0,0,0,0,0,0.8,20.3,9,0,0,0,0,0,993,0.053,38,0,13,798,16,48,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andy Hilbert",C,16,0.24,85,0,833,12,12,52,44,9,21,2,0.382,186,115,71,11,0.16,0,67,26,0,41,0,0,11,0,52,0,27,0.4,22,-3,68,1,3,19,9,1,4,0,2.5,22.6,180,2,1,44,18,1,1511,0.066,167,2,42,1082,16,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andy McDonald",C,29,0.63,18,0,675,14,16,122,167,8,24,2,0.58,367,154,213,15,0.33,0,46,22,1,24,0,0,11,0,45,1,44,0.96,24,-13,179,3,13,22,37,6,19,0,2.8,25,22,0,0,10,9,1,1149,0.117,128,1,18,877,19,46,2,0,6,0,0,0,0,0,0,0,0,0,0
"Andy Sutton",D,8,0.35,60,0,383,16,8,0,0,2,10,0,0,0,0,0,2,0.09,0,23,12,0,30,0,0,20,0,4,0,10,0.43,40,3,4,0,0,0,0,0,0,0,0.8,25,77,3,0,0,0,0,576,0.105,19,0,8,465,20,48,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andy Wozniewski",D,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,11,0,0,0,0,6,6,37,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anssi Salmela",D,5,0.19,27,0,339,13,5,0,0,0,5,0,0,0,0,0,1,0.04,0,26,11,0,24,0,0,4,0,19,0,6,0.23,8,1,68,2,0,0,0,1,1,0,1.6,19.5,6,0,0,0,0,0,507,0.024,41,0,6,415,15,49,0,0,0,0,0,0,0,0,0,0,0,0,0
"Antero Niittymaki",G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1804,0,0,0,0,0,29,15,8,6,947,83,2.76,864,0.912,1
"Anthony Stewart",RW,5,0.08,7,0,448,7,4,2,1,2,6,0,0.333,3,2,1,2,0.03,0,59,9,0,77,6,0,2,0,21,0,7,0.12,34,-6,1,0,0,0,0,0,0,0,0.9,11.5,1,0,1,0,0,0,676,0.036,56,1,14,451,7,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"Antoine Vermette",C,25,0.32,32,1,1038,13,16,275,381,12,28,2,0.577,1112,470,642,16,0.2,0,79,33,1,80,0,0,24,0,47,1,41,0.52,50,-7,173,2,9,54,99,3,12,0,2.2,23.6,238,3,0,141,162,1,1868,0.092,174,1,39,1450,18,47,0,0,5,0,0,0,0,0,0,0,0,0,0
"Anton Babchuk",D,19,0.26,115,0,1027,14,13,0,0,7,20,2,0,0,0,0,16,0.22,0,72,20,4,22,0,0,8,0,63,1,35,0.49,16,13,170,2,6,0,0,9,15,0,1.8,21.9,103,1,0,0,0,0,1577,0.126,127,0,22,1301,18,49,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anton Stralman",D,12,0.32,37,0,464,12,7,0,0,1,8,0,0,0,0,0,1,0.03,0,38,16,1,37,0,0,10,0,25,0,13,0.34,20,-2,100,2,5,0,0,0,5,0,1.1,21.2,26,0,0,0,0,0,806,0.023,43,0,11,591,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anton Volchenkov",D,8,0.12,180,0,1126,16,6,0,0,2,8,1,0,0,0,0,2,0.03,0,68,29,1,182,0,0,18,0,44,0,10,0.15,36,-10,6,0,0,0,0,0,0,0,1.2,24.5,237,3,2,0,0,0,1669,0.025,79,2,23,1369,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0
"Antti Miettinen",RW,29,0.35,27,1,1098,13,19,15,17,9,28,1,0.467,60,32,28,15,0.18,0,82,39,3,69,0,0,15,0,73,0,44,0.54,32,-1,204,2,9,9,5,4,13,0,2.3,28,195,2,1,8,6,2,2296,0.081,186,3,19,1498,18,39,3,1,5,0,0,0,0,0,0,0,0,0,0
"Antti Niemi",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,2,1,1,1,59,8,3.4,51,0.864,0
"Antti Pihlstrom",LW,5,0.09,16,0,574,10,5,1,0,1,6,1,0,1,1,0,2,0.04,0,53,8,0,100,0,0,5,0,34,0,7,0.13,10,-1,14,0,0,0,0,1,1,0,1.7,15.8,18,0,0,0,0,0,835,0.023,88,0,14,606,11,44,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anze Kopitar",C,39,0.48,56,2,1239,15,23,506,463,19,42,3,0.495,1355,684,671,27,0.33,0,82,73,3,85,0,0,11,1,112,0,66,0.8,32,-17,315,3,16,126,171,7,23,0,2.9,24.6,121,1,0,52,37,1,2019,0.115,234,1,49,1676,20,50,2,0,7,0,0,0,0,0,0,0,0,0,0
"Arron Asham",RW,12,0.15,10,0,671,8,12,8,7,8,20,0,0.467,15,8,7,8,0.1,1,78,11,1,143,17,0,20,2,15,0,20,0.26,155,0,9,0,0,0,0,0,0,0,0.9,12.6,1,0,0,0,0,0,983,0.108,74,0,12,682,8,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Artem Anisimov",C,0,0,0,0,9,9,0,3,2,0,0,0,0.4,5,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,14,0,1,0,1,9,9,41,0,0,0,0,0,0,0,0,0,0,0,0,0
"Barret Jackman",D,17,0.21,145,1,1517,18,15,0,0,2,17,1,0,0,0,0,4,0.05,0,82,46,0,124,2,0,33,1,36,0,21,0.26,86,-17,44,0,1,0,0,1,2,0,1.1,28.8,359,4,1,0,0,1,2365,0.045,89,2,41,1922,23,49,0,0,0,0,0,0,0,0,0,0,0,0,0
"Barry Tallackson",RW,0,0,0,0,15,3,0,1,0,0,0,0,0,1,1,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,-1,2,0,0,0,0,0,0,0,0.5,7.8,0,0,0,0,0,0,31,0,2,0,1,17,4,35,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ben Eager",LW,4,0.05,11,0,631,8,4,0,0,11,15,0,0,0,0,0,11,0.15,0,75,8,0,95,13,0,32,3,23,0,15,0.2,161,1,6,0,0,0,0,0,0,0,1.1,12.9,0,0,0,0,0,0,967,0.138,80,0,12,639,8,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ben Guite",RW,7,0.14,32,0,510,10,7,191,234,5,12,2,0.515,555,269,286,5,0.1,0,50,10,1,88,0,0,15,0,22,0,12,0.24,30,2,7,0,0,2,5,0,0,0,1.3,19.6,117,2,0,76,47,0,980,0.079,63,0,20,635,12,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ben Lovejoy",D,0,0,1,0,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.5,17,0,0,0,0,0,0,34,0,1,0,1,23,11,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ben Maxwell",C,0,0,1,0,67,9,0,32,19,0,0,0,0.377,53,33,20,0,0,0,7,2,0,2,0,0,1,0,4,0,0,0,2,-1,1,0,0,1,1,0,0,0,0.3,12.7,0,0,0,0,0,0,89,0,2,0,2,69,9,47,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ben Walter",C,0,0,4,0,38,9,0,25,17,0,0,0,0.419,43,25,18,0,0,0,4,1,0,2,0,0,0,0,1,0,0,0,0,-2,1,0,0,0,0,0,0,0,0.5,17,4,1,0,0,1,0,68,0,2,0,1,43,10,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benjamin Ondrus",RW,0,0,4,0,78,7,0,12,12,0,0,0,0.444,27,15,12,0,0,0,11,1,0,15,4,0,2,1,3,0,0,0,34,-4,0,0,0,1,0,0,0,0,0.2,13.5,24,2,0,2,0,0,149,0,2,0,5,104,9,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benoit Pouliot",LW,6,0.16,2,0,356,9,4,113,82,3,7,1,0.428,217,124,93,5,0.14,0,37,15,1,21,0,0,9,0,10,0,11,0.3,18,1,75,2,2,8,10,2,4,0,0.9,17.9,5,0,0,3,1,0,662,0.147,34,0,12,438,11,40,0,0,0,0,0,0,0,0,0,0,0,0,0
