player,position,a,a_g,bks,eng,es_toi,es_toi_g,esa,esfol,esfow,esg,esp,first_g,fo_perc,fo_total,fol,fow,g,g_g,g_misc,gp,gva,gwg,hits,major,match_pen,minor,misc,mss,otg,p,p_g,pim,plus_minus,pp_toi,pp_toi_g,ppa,ppfol,ppfow,ppg,ppp,ps,s_g,sft_g,sh_toi,sh_toi_g,sha,shfol,shfow,shg,shifts,shot_perc,shots,shp,tka,toi,toi_g,toi_s,total_so_g,total_so_gdg,total_so_s,gs,w,l,ot,sa,ga,gaa,sv,sv_perc,so
"Darryl Sydor",D,12,0.16,126,0,1082,14,9,0,0,3,12,1,0,0,0,0,3,0.04,0,73,28,0,42,0,0,9,0,25,0,15,0.21,18,3,112,1,3,0,0,0,3,0,1,25.4,135,1,0,0,0,0,1857,0.041,73,0,25,1330,18,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dave Bolland",C,28,0.35,40,2,1059,13,25,534,421,15,40,3,0.444,1177,655,522,19,0.23,0,81,11,4,67,0,0,21,1,42,1,47,0.58,52,19,87,1,1,39,33,2,3,0,1.4,25.7,185,2,2,82,68,2,2080,0.171,111,4,35,1332,16,38,0,0,3,0,0,0,0,0,0,0,0,0,0
"David Backes",C,23,0.28,52,1,1064,12,17,0,0,23,40,7,0,0,0,0,31,0.38,3,82,20,1,204,5,0,49,1,69,0,54,0.66,165,-3,208,2,5,0,0,6,11,0,2.5,25,177,2,1,0,0,2,2054,0.149,208,3,45,1450,17,42,0,0,1,0,0,0,0,0,0,0,0,0,0
"David Booth",LW,29,0.4,20,1,1001,13,23,6,5,20,43,4,0.412,17,10,7,31,0.43,0,72,28,5,91,0,0,18,0,81,1,60,0.83,38,10,199,2,5,4,1,11,16,1,3.4,22.7,29,0,1,0,1,0,1634,0.126,246,1,35,1230,17,45,0,0,2,0,0,0,0,0,0,0,0,0,0
"David Clarkson",RW,15,0.18,13,0,861,10,13,5,2,13,26,6,0.286,7,5,2,17,0.21,0,82,8,3,134,20,0,26,1,49,0,32,0.39,164,-1,124,1,2,0,0,4,6,0,1.9,15.4,2,0,0,0,0,0,1264,0.108,158,0,16,988,12,47,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Hale",D,6,0.12,33,0,637,13,6,0,0,3,9,2,0,0,0,0,3,0.06,0,48,16,0,85,4,0,8,0,16,0,9,0.19,36,-11,6,0,0,0,0,0,0,0,0.5,22,83,1,0,0,0,0,1055,0.136,22,0,6,726,15,41,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Jones",RW,5,0.12,13,0,452,11,4,2,2,7,11,0,0.5,8,4,4,8,0.2,0,40,11,1,54,0,0,4,0,11,0,13,0.32,8,-8,24,0,1,1,0,1,2,0,1.2,18.4,31,0,0,1,2,0,736,0.17,47,0,21,509,12,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Koci",LW,1,0.03,5,0,215,5,1,0,0,1,2,0,0,0,0,0,1,0.03,0,37,9,0,39,9,0,18,6,6,0,2,0.05,141,1,1,0,0,0,0,0,0,0,0.4,9.5,3,0,0,0,0,0,351,0.077,13,0,4,220,5,38,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Krejci",C,51,0.62,46,1,1039,12,35,390,403,15,50,1,0.503,1048,521,527,22,0.27,0,82,23,6,77,0,0,13,0,42,1,73,0.89,26,37,196,2,14,84,86,5,19,0,1.8,21.2,145,1,2,47,38,2,1740,0.151,146,4,38,1382,16,48,1,0,3,0,0,0,0,0,0,0,0,0,0
"David Legwand",C,22,0.3,23,3,1070,14,15,402,402,16,31,4,0.498,1023,514,509,20,0.27,0,73,50,1,25,0,0,14,0,46,0,42,0.58,32,-3,199,2,6,73,61,1,7,0,2.4,25.5,149,2,1,39,46,3,1864,0.114,175,4,44,1419,19,46,1,1,3,0,0,0,0,0,0,0,0,0,0
"David Moss",RW,19,0.23,24,1,872,10,15,12,12,12,27,1,0.5,46,23,23,20,0.25,0,81,19,4,96,0,0,11,0,69,0,39,0.48,22,-5,148,1,3,3,4,8,11,0,2.4,20.6,79,0,1,8,7,0,1669,0.103,194,1,18,1101,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Perron",LW,35,0.43,18,0,914,11,24,5,1,11,35,1,0.167,6,5,1,15,0.19,0,81,24,3,78,0,0,24,0,58,0,50,0.62,50,13,260,3,11,0,0,4,15,0,2,19.7,1,0,0,0,0,0,1593,0.093,161,0,31,1176,14,44,3,2,6,0,0,0,0,0,0,0,0,0,0
"David Schlemko",D,1,0.33,3,0,48,16,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,6,0,0,0,0,0,0,1,0.33,0,-2,7,2,1,0,0,0,1,0,1,28,1,0,0,0,0,0,84,0,3,0,0,57,19,41,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Sloane",RW,0,0,1,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,6,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Steckel",C,11,0.14,52,0,753,9,10,239,353,6,16,0,0.579,886,373,513,8,0.11,0,76,38,1,91,0,0,17,0,35,0,19,0.25,34,2,6,0,0,4,7,0,0,0,1.4,18.5,288,3,1,130,153,2,1409,0.078,103,3,35,1049,13,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Van Der Gulik",LW,2,0.33,2,0,48,8,2,1,0,0,2,0,0,1,1,0,0,0,0,6,2,0,6,0,0,0,0,2,0,2,0.33,0,-1,0,0,0,0,0,0,0,0,1.8,12.2,2,0,0,0,0,0,73,0,11,0,2,50,8,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Davis Drewiske",D,3,0.18,30,0,238,14,2,0,0,0,2,0,0,0,0,0,0,0,0,17,13,0,10,0,0,4,1,15,0,3,0.18,18,1,14,0,1,0,0,0,1,0,1.2,20.9,41,2,0,0,0,0,356,0,21,0,1,294,17,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daymond Langkow",C,28,0.38,30,0,966,13,16,327,273,17,33,6,0.469,753,400,353,21,0.29,0,73,46,3,44,0,0,8,0,44,0,49,0.67,20,1,281,3,12,72,79,4,16,0,2.2,21.1,6,0,0,1,1,0,1540,0.13,161,0,43,1254,17,49,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dean McAmmond",C,11,0.18,17,0,588,9,11,246,194,4,15,1,0.446,543,301,242,5,0.08,0,62,18,2,32,0,0,12,0,23,0,16,0.26,24,7,4,0,0,3,3,0,0,0,1,15.1,105,1,0,52,45,1,939,0.085,59,1,36,698,11,45,0,0,1,0,0,0,0,0,0,0,0,0,0
"Denis Grebeshkov",D,32,0.44,87,0,1173,16,21,0,0,5,26,2,0,0,0,0,7,0.1,0,72,64,0,46,0,0,19,0,31,0,39,0.54,38,12,198,2,11,0,0,2,13,0,0.9,24.5,152,2,0,0,0,0,1767,0.113,62,0,31,1524,21,52,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dennis Seidenberg",D,25,0.36,160,0,1188,16,16,0,0,3,19,1,0,0,0,0,5,0.07,0,70,29,1,146,1,0,16,0,34,0,30,0.43,37,-9,192,2,9,0,0,2,11,0,1.8,26.3,182,2,0,0,0,0,1842,0.039,129,0,27,1563,22,51,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dennis Wideman",D,37,0.47,135,0,1467,18,18,0,0,6,24,3,0,0,0,0,13,0.16,0,79,63,2,67,0,0,17,0,107,1,50,0.63,34,32,254,3,19,0,0,6,25,0,2.1,27.2,224,2,0,0,0,1,2147,0.077,169,1,23,1946,24,54,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Armstrong",C,4,0.07,11,0,467,8,4,120,109,4,8,1,0.479,240,125,115,5,0.09,0,56,9,1,85,3,0,19,1,12,0,9,0.16,63,-11,6,0,0,5,6,1,1,0,0.8,12.7,1,0,0,0,0,0,712,0.119,42,0,7,475,8,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Boogaard",LW,3,0.06,4,0,249,4,3,0,0,0,3,0,0,0,0,0,0,0,0,51,2,0,62,9,0,16,1,8,0,3,0.06,87,3,5,0,0,0,0,0,0,0,0.3,8.2,0,0,0,0,0,0,419,0,13,0,3,254,4,36,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Dorsett",RW,1,0.02,15,0,451,8,1,0,0,4,5,0,0,0,0,0,4,0.08,0,52,2,1,116,12,0,25,4,19,0,5,0.1,150,-1,6,0,0,0,0,0,0,0,1.1,12.9,4,0,0,0,0,0,669,0.068,59,0,4,462,8,41,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Joslin",D,0,0,8,0,127,10,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,11,0,0,3,0,3,0,0,0,6,-3,4,0,0,0,0,0,0,0,0.8,17.4,4,0,0,0,0,0,209,0,9,0,6,136,11,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek MacKenzie",C,0,0,0,0,7,7,0,2,2,0,0,0,0.5,4,2,2,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,2,-1,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,12,0,1,0,1,7,7,36,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Meech",D,5,0.12,19,0,394,9,4,0,0,2,6,1,0,0,0,0,2,0.05,0,41,10,0,36,0,0,6,0,12,0,7,0.17,12,-12,15,0,1,0,0,0,1,0,1.1,14,1,0,0,0,0,0,572,0.045,44,0,5,411,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Morris",D,15,0.2,128,0,1240,16,9,0,0,4,13,2,0,0,0,0,5,0.07,0,75,20,0,83,0,0,20,0,64,0,20,0.27,40,-10,173,2,5,0,0,0,5,0,1.6,30.5,152,2,1,0,0,1,2285,0.042,120,2,20,1566,20,41,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Peltier",D,0,0,13,0,133,12,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,0,2,0,0,1,0,1,0,0,0,2,-4,7,0,0,0,0,0,0,0,0.6,20.5,3,0,0,0,0,0,226,0,7,0,1,145,13,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Roy",C,42,0.51,44,0,1204,14,21,447,474,18,39,5,0.507,1469,724,745,28,0.34,0,82,100,9,41,0,0,19,0,83,1,70,0.85,38,-5,334,4,21,162,182,9,30,1,2.7,25.5,199,2,0,115,89,1,2093,0.127,221,1,52,1738,21,50,4,1,9,0,0,0,0,0,0,0,0,0,0
"Derick Brassard",C,15,0.48,3,0,340,10,11,136,126,7,18,1,0.485,332,171,161,10,0.32,0,31,13,1,40,1,0,6,0,16,0,25,0.81,17,12,104,3,4,34,34,3,7,0,1.9,19.8,1,0,0,1,1,0,614,0.169,59,0,21,446,14,44,1,0,2,0,0,0,0,0,0,0,0,0,0
"Devin Setoguchi",RW,34,0.42,30,1,1084,13,22,13,6,20,42,8,0.286,21,15,6,31,0.38,0,81,61,3,146,1,0,10,0,89,0,65,0.8,25,16,213,2,12,0,0,11,23,0,3,21.9,15,0,0,2,0,0,1775,0.126,246,0,37,1313,16,44,0,0,2,0,0,0,0,0,0,0,0,0,0
"Dion Phaneuf",D,36,0.45,86,0,1458,18,19,0,0,7,26,1,0,0,0,0,11,0.14,1,80,64,4,159,6,0,30,0,130,0,47,0.59,100,-11,445,5,17,0,0,4,21,0,3.5,29.3,217,2,0,0,0,0,2346,0.04,277,0,23,2122,26,54,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dmitri Kalinin",D,15,0.21,74,0,1085,14,13,0,0,1,14,0,0,0,0,0,2,0.03,0,73,33,0,82,0,0,16,0,43,0,17,0.23,32,-9,83,1,2,0,0,1,3,0,0.9,23.2,121,1,0,0,0,0,1693,0.03,67,0,29,1290,17,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dominic Moore",C,32,0.4,37,0,1045,12,27,368,453,8,35,2,0.541,1244,571,673,13,0.16,0,81,44,1,75,2,0,40,0,84,0,45,0.56,92,-2,130,1,5,60,92,4,9,0,2,22.6,187,2,0,143,128,1,1832,0.079,165,1,41,1363,16,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"Donald Brashear",LW,3,0.05,8,0,516,8,3,0,0,1,4,0,0,0,0,0,1,0.02,0,63,26,1,119,11,0,22,2,18,0,4,0.06,121,-6,3,0,0,0,0,0,0,0,0.7,9.9,0,0,0,0,0,0,626,0.023,43,0,20,519,8,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"Doug Janik",D,1,0.07,16,0,139,9,1,0,0,0,1,0,0,0,0,0,0,0,0,15,6,0,8,0,0,2,0,7,0,1,0.07,4,-3,0,0,0,0,0,0,0,0,0.1,14.3,14,0,0,0,0,0,214,0,1,0,5,154,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Doug Weight",C,28,0.53,31,0,720,13,11,325,255,5,16,3,0.451,679,373,306,10,0.19,0,53,20,0,38,3,0,15,1,28,0,38,0.72,55,-15,241,4,16,40,46,5,21,0,1.8,21,7,0,1,8,5,0,1111,0.104,96,1,18,969,18,52,0,0,0,0,0,0,0,0,0,0,0,0,0
"Douglas Murray",D,7,0.09,78,0,1096,14,7,0,0,0,7,0,0,0,0,0,0,0,0,75,33,0,175,2,0,13,0,32,0,7,0.09,38,6,9,0,0,0,0,0,0,0,0.7,23.2,142,1,0,0,0,0,1738,0,56,0,17,1248,16,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Drew Doughty",D,21,0.26,114,0,1395,17,8,0,0,3,11,1,0,0,0,0,6,0.07,0,81,75,1,90,0,0,28,0,66,0,27,0.33,56,-17,293,3,13,0,0,3,16,0,1.6,27.6,241,2,0,0,0,0,2237,0.048,126,0,36,1930,23,52,1,1,3,0,0,0,0,0,0,0,0,0,0
"Drew Miller",LW,6,0.22,11,0,306,11,5,5,0,4,9,2,0.214,14,11,3,4,0.15,0,27,5,0,15,1,0,6,0,14,0,10,0.37,17,0,1,0,0,0,0,0,0,0,1.7,18,42,1,1,6,3,0,487,0.089,45,1,5,350,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Drew Stafford",RW,25,0.32,18,0,1025,12,17,13,1,11,28,4,0.2,20,16,4,20,0.25,0,79,30,0,80,1,0,12,0,48,0,45,0.57,29,3,207,2,8,3,3,9,17,0,2.3,20.5,2,0,0,0,0,0,1617,0.109,183,0,24,1234,15,46,4,0,11,0,0,0,0,0,0,0,0,0,0
"Duncan Keith",D,36,0.47,93,0,1510,19,27,0,0,5,32,1,0,0,0,0,8,0.1,0,77,40,1,40,0,0,25,1,77,1,44,0.57,60,33,188,2,9,0,0,2,11,0,2.2,29.1,269,3,0,0,0,1,2243,0.046,173,1,50,1968,25,53,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dustin Boyd",C,11,0.15,31,0,689,9,8,196,176,9,17,1,0.455,477,260,217,11,0.15,0,71,18,3,45,0,0,5,0,34,0,22,0.31,10,-11,70,0,2,15,8,1,3,0,1,19.1,153,2,1,49,33,1,1355,0.149,74,2,23,913,12,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dustin Brown",RW,29,0.36,22,2,1128,14,18,20,18,17,35,3,0.463,54,29,25,24,0.3,1,80,48,6,285,2,0,21,0,116,1,53,0.66,64,-15,294,3,11,3,1,7,18,0,3.6,24.7,128,1,0,6,6,0,1978,0.082,292,0,37,1552,19,47,1,0,6,0,0,0,0,0,0,0,0,0,0
"Dustin Byfuglien",RW,16,0.21,23,0,930,12,12,4,1,12,24,3,0.182,11,9,2,15,0.19,0,77,18,4,169,5,0,23,1,67,0,31,0.4,81,7,212,2,4,5,1,3,7,1,2.6,20.1,2,0,0,0,0,0,1548,0.074,202,0,26,1145,14,44,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dustin Jeffrey",C,2,0.14,3,0,127,9,2,48,36,1,3,1,0.417,103,60,43,1,0.07,0,14,1,0,8,0,0,0,0,4,0,3,0.21,0,4,7,0,0,4,5,0,0,0,1.3,15.1,15,1,0,8,2,0,212,0.056,18,0,1,150,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dustin Penner",LW,20,0.26,33,0,922,11,14,29,18,12,26,4,0.474,114,60,54,17,0.22,0,78,54,5,77,3,0,17,1,66,0,37,0.47,61,7,230,2,6,25,30,5,11,0,1.8,20.1,46,0,0,6,6,0,1570,0.124,137,0,26,1199,15,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dwayne King",LW,1,1,0,0,8,8,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,8,8,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dwayne Roloson",G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3596,0,0,0,0,0,62,28,24,9,1953,166,2.77,1787,0.915,1
"Dwight Helminen",C,1,0.04,9,0,153,6,1,67,58,1,2,0,0.466,131,70,61,1,0.04,0,23,2,0,22,0,0,0,0,4,0,2,0.09,0,-2,2,0,0,3,3,0,0,0,0.7,9.7,1,0,0,0,0,0,222,0.067,15,0,9,157,6,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ed Jovanovski",D,27,0.33,112,0,1416,17,15,0,0,3,18,1,0,0,0,0,9,0.11,0,82,40,3,132,2,0,33,3,85,0,36,0.44,106,-15,340,4,12,0,0,6,18,0,2.4,30.4,60,0,0,0,0,0,2494,0.046,194,0,18,1817,22,44,0,0,0,0,0,0,0,0,0,0,0,0,0
"Edward Purcell",LW,12,0.3,5,0,428,10,4,23,5,2,6,0,0.172,29,24,5,4,0.1,0,40,13,1,13,0,0,2,0,20,0,16,0.4,4,-4,111,2,8,1,0,2,10,0,1.7,17.5,0,0,0,0,0,0,701,0.059,68,0,11,540,13,46,0,0,2,0,0,0,0,0,0,0,0,0,0
"Enver Lisin",RW,8,0.17,14,1,578,12,7,2,1,12,19,3,0.333,6,4,2,13,0.27,0,48,11,2,56,0,0,12,0,47,0,21,0.44,24,-13,105,2,1,2,1,1,2,0,2.2,19.7,27,0,0,0,0,0,946,0.124,105,0,6,711,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Belanger",C,23,0.29,48,1,1059,13,12,429,464,9,21,1,0.52,1205,579,626,13,0.16,0,79,34,4,45,0,0,13,0,63,0,36,0.46,26,-5,165,2,9,43,71,4,13,0,1.9,27.7,184,2,2,107,91,0,2185,0.088,147,2,48,1409,17,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Boulton",LW,10,0.13,13,0,569,7,10,3,1,3,13,0,0.25,4,3,1,3,0.04,0,76,12,0,77,16,0,28,4,24,0,13,0.17,176,-3,3,0,0,0,0,0,0,0,0.9,10.7,0,0,0,0,0,0,812,0.042,71,0,12,573,7,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Brewer",D,5,0.18,57,0,523,18,3,0,0,0,3,0,0,0,0,0,1,0.04,0,28,18,0,40,0,0,12,0,30,0,6,0.21,24,-14,66,2,2,0,0,1,3,0,1.8,30.2,113,4,0,0,0,0,846,0.02,49,0,16,703,25,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Fehr",RW,13,0.21,10,1,638,10,12,2,1,11,23,1,0.333,3,2,1,12,0.2,0,61,22,2,24,0,0,11,0,42,0,25,0.41,22,8,46,0,1,0,0,1,2,0,2.2,13.9,0,0,0,0,0,0,846,0.09,134,0,53,685,11,49,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Godard",RW,2,0.03,12,0,287,4,2,0,1,2,4,1,1,1,0,1,2,0.03,0,71,3,0,37,21,0,18,3,9,0,4,0.06,171,-3,0,0,0,0,0,0,0,0,0.3,6.4,0,0,0,0,0,0,451,0.1,20,0,2,288,4,38,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Nystrom",LW,5,0.07,36,0,554,7,3,11,10,4,7,1,0.379,29,18,11,5,0.07,0,76,14,3,76,9,0,11,2,33,0,10,0.13,89,-7,3,0,0,0,0,0,0,0,1.1,14.3,145,1,2,7,1,1,1090,0.06,83,3,18,704,9,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Perrin",C,16,0.21,28,0,784,10,12,77,90,5,17,1,0.521,213,102,111,7,0.09,0,78,21,0,47,0,0,13,1,34,0,23,0.29,36,-2,65,0,1,12,10,1,2,0,1.4,18.8,256,3,3,13,11,1,1465,0.064,109,4,45,1106,14,45,0,0,2,0,0,0,0,0,0,0,0,0,0
"Eric Staal",C,35,0.43,37,2,1252,15,24,604,526,25,49,8,0.453,1586,868,718,40,0.49,0,82,37,8,61,0,0,24,0,137,1,75,0.91,50,15,349,4,10,181,154,14,24,1,4.5,26,124,1,1,83,38,1,2132,0.108,372,2,55,1725,21,49,0,0,2,0,0,0,0,0,0,0,0,0,0
"Erik Christensen",C,21,0.33,6,0,722,11,16,186,224,5,21,3,0.557,497,220,277,7,0.11,0,64,12,0,19,0,0,10,0,46,0,28,0.44,20,-9,144,2,5,24,49,2,7,0,1.9,16.8,6,0,0,10,4,0,1075,0.057,122,0,26,873,13,49,2,2,5,0,0,0,0,0,0,0,0,0,0
"Erik Cole",LW,24,0.3,43,1,1090,13,20,25,14,13,33,6,0.408,49,29,20,18,0.22,1,80,37,1,180,1,0,24,1,64,0,42,0.52,73,0,208,2,4,4,4,5,9,0,2.2,23.4,110,1,0,0,2,0,1873,0.101,178,0,49,1409,17,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erik Ersberg",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1477,0,0,0,0,0,25,8,11,5,651,65,2.64,586,0.9,0
"Erik Reitz",D,1,0.02,43,0,405,9,1,0,0,1,2,0,0,0,0,0,1,0.02,0,42,8,0,81,7,0,15,0,11,0,2,0.05,65,-6,1,0,0,0,0,0,0,0,0.5,15,11,0,0,0,0,0,629,0.045,22,0,5,418,9,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ethan Moreau",LW,12,0.16,41,2,967,12,12,15,6,13,25,3,0.306,36,25,11,14,0.18,0,77,53,2,126,5,0,43,2,63,0,26,0.34,133,0,16,0,0,0,0,0,0,0,2.1,21.9,199,2,0,10,5,1,1689,0.088,159,1,24,1183,15,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Evgeni Malkin",C,78,0.95,39,3,1302,15,51,335,241,19,70,4,0.424,668,385,283,35,0.43,0,82,81,4,80,0,0,39,0,115,2,113,1.38,80,17,455,5,27,25,27,14,41,0,3.5,23.7,88,1,0,25,15,2,1945,0.121,290,2,94,1846,22,57,2,1,7,0,0,0,0,0,0,0,0,0,0
"Evgeni Nabokov",G,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3686,0,0,0,0,0,62,41,12,8,1663,150,2.44,1513,0.91,7
"Evgeny Artyukhin",RW,10,0.14,16,0,738,10,9,0,0,5,14,3,0,0,0,0,6,0.08,0,73,27,0,249,7,0,43,3,34,0,16,0.22,151,1,38,0,1,0,0,1,2,0,1.4,14.8,1,0,0,0,0,0,1079,0.06,100,0,18,779,10,43,1,1,3,0,0,0,0,0,0,0,0,0,0
"Fabian Brunnstrom",LW,12,0.22,12,0,534,9,10,0,0,13,23,2,0,0,0,0,17,0.31,0,55,22,5,24,0,0,4,0,34,0,29,0.53,8,-8,104,1,2,0,0,4,6,0,1.5,14.3,0,0,0,0,0,0,784,0.21,81,0,28,639,11,49,1,0,4,0,0,0,0,0,0,0,0,0,0
"Fedor Tyutin",D,25,0.3,98,0,1402,17,13,0,0,3,16,1,0,0,0,0,9,0.11,0,82,26,0,103,1,0,31,1,74,0,34,0.41,81,1,310,3,12,0,0,5,17,0,2,29.9,215,2,0,0,0,1,2450,0.054,167,1,16,1928,23,47,1,1,1,0,0,0,0,0,0,0,0,0,0
"Fernando Pisani",RW,8,0.21,12,0,479,12,7,61,45,7,14,0,0.406,123,73,50,7,0.18,0,38,12,0,48,0,0,7,0,22,0,15,0.39,14,-1,10,0,0,4,1,0,0,0,1.9,20.7,91,2,1,8,4,0,788,0.097,72,1,16,581,15,44,0,0,0,0,0,0,0,0,0,0,0,0,0
"Filip Kuba",D,37,0.52,111,0,1155,16,13,0,0,1,14,1,0,0,0,0,3,0.04,0,71,60,0,44,0,0,13,0,55,0,40,0.56,28,4,320,4,24,0,0,2,26,0,1.6,26.7,177,2,0,0,0,0,1899,0.027,111,0,36,1653,23,52,0,0,0,0,0,0,0,0,0,0,0,0,0
"Francis Bouillon",D,4,0.07,55,0,770,14,3,0,0,5,8,1,0,0,0,0,5,0.09,0,54,32,1,122,5,0,14,0,14,0,9,0.17,53,-7,12,0,0,0,0,0,0,0,0.9,21.5,108,2,1,0,0,0,1160,0.098,51,1,15,890,16,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"Francois Beauchemin",D,1,0.05,25,0,356,17,0,0,0,4,4,2,0,0,0,0,4,0.2,0,20,17,2,26,0,0,6,0,11,1,5,0.25,12,-3,44,2,1,0,0,0,1,0,2.2,26.6,96,4,0,0,0,0,532,0.089,45,0,9,498,24,56,0,0,1,0,0,0,0,0,0,0,0,0,0
"Frans Nielsen",C,24,0.41,39,0,673,11,10,302,263,5,15,2,0.472,758,400,358,9,0.15,0,59,34,2,29,0,0,9,0,42,0,33,0.56,18,-4,193,3,13,52,63,3,16,0,1.7,22.1,108,1,1,46,32,1,1305,0.089,101,2,44,975,16,45,3,1,5,0,0,0,0,0,0,0,0,0,0
"Frantisek Kaberle",D,7,0.23,34,0,354,11,5,0,0,0,5,0,0,0,0,0,1,0.03,0,30,8,0,16,0,0,4,0,20,0,8,0.27,8,-4,46,1,2,0,0,1,3,0,0.9,18.7,19,0,0,0,0,0,560,0.036,28,0,7,421,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"Freddy Meyer",D,5,0.19,57,0,450,16,4,0,0,4,8,0,0,0,0,0,4,0.15,0,27,17,1,71,0,0,7,0,10,0,9,0.33,14,-19,21,0,0,0,0,0,0,0,1.3,26.3,95,3,1,0,0,0,711,0.111,36,1,11,566,20,48,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fredrik Modin",LW,16,0.32,26,0,656,13,11,20,8,7,18,2,0.402,122,73,49,9,0.18,0,50,6,0,23,0,0,14,0,55,0,25,0.5,28,2,144,2,5,49,36,2,7,0,2.3,23.2,43,0,0,4,5,0,1158,0.08,113,0,25,843,16,44,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fredrik Pettersson",RW,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0
"Fredrik Sjostrom",LW,6,0.08,49,1,739,9,5,0,1,5,10,1,0.6,5,2,3,7,0.09,0,79,13,0,120,0,0,15,0,36,0,13,0.16,30,-11,8,0,0,0,0,0,0,0,1.2,18.8,213,2,1,2,2,2,1486,0.074,95,3,19,961,12,39,3,2,9,0,0,0,0,0,0,0,0,0,0
