player,position,a,a_g,bks,eng,es_toi,es_toi_g,esa,esfol,esfow,esg,esp,first_g,fo_perc,fo_total,fol,fow,g,g_g,g_misc,gp,gva,gwg,hits,major,match_pen,minor,misc,mss,otg,p,p_g,pim,plus_minus,pp_toi,pp_toi_g,ppa,ppfol,ppfow,ppg,ppp,ps,s_g,sft_g,sh_toi,sh_toi_g,sha,shfol,shfow,shg,shifts,shot_perc,shots,shp,tka,toi,toi_g,toi_s,total_so_g,total_so_gdg,total_so_s,gs,w,l,ot,sa,ga,gaa,sv,sv_perc,so
"Adam Pineault",RW,0,0,0,0,33,11,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,0,-2,0,0,0,0,0,0,0,0,1.7,16.3,0,0,0,0,0,0,49,0,5,0,1,33,11,41,0,0,0,0,0,0,0,0,0,0,0,0,0
"Adrian Aucoin",D,25,0.33,55,0,1128,14,10,0,0,5,15,3,0,0,0,0,10,0.13,0,76,35,1,69,1,0,16,0,74,0,35,0.46,37,13,331,4,15,0,0,5,20,0,1.6,25,133,1,0,0,0,0,1903,0.083,121,0,35,1593,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alain Nasreddine",D,0,0,4,0,64,10,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,5,0,0,2,0,1,0,0,0,4,-4,0,0,0,0,0,0,0,0,0.5,18,11,1,0,0,0,0,108,0,3,0,0,77,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ales Hemsky",RW,51,0.69,29,1,1074,14,29,3,1,12,41,5,0.2,5,4,1,20,0.27,0,74,64,2,24,0,0,17,0,63,0,71,0.96,34,-9,286,3,22,0,0,8,30,0,2.5,22.6,14,0,0,1,0,0,1671,0.109,184,0,42,1374,18,49,6,4,16,0,0,0,0,0,0,0,0,0,0
"Ales Kotalik",RW,20,0.25,18,1,951,12,8,98,68,11,19,4,0.445,220,122,98,23,0.29,0,79,32,1,139,0,0,28,0,59,0,43,0.54,58,-5,259,3,12,20,30,12,24,0,2.6,19,1,0,0,4,0,0,1500,0.111,207,0,13,1212,15,48,5,1,12,0,0,0,0,0,0,0,0,0,0
"Alex Auld",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1722,0,0,0,0,0,29,12,13,5,827,77,2.68,750,0.907,3
"Alex Burrows",LW,19,0.23,45,1,973,11,18,12,3,8,26,2,0.351,37,24,13,12,0.15,1,82,31,3,80,7,1,42,4,51,0,31,0.38,179,11,18,0,0,3,3,1,1,0,1.5,22,246,3,1,9,7,3,1800,0.095,126,4,50,1238,15,41,0,0,1,0,0,0,0,0,0,0,0,0,0
"Alex Foster",C,0,0,0,0,10,3,0,1,0,0,0,0,0,1,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,4.7,0,0,0,0,0,0,14,0,1,0,1,10,3,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Goligoski",D,2,0.67,4,0,33,11,2,0,0,0,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,2,0.67,2,2,7,2,0,0,0,0,0,0,0.7,19,0,0,0,0,0,0,57,0,2,0,1,41,13,44,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alex Kovalev",RW,49,0.6,39,1,1148,14,17,19,22,18,35,8,0.552,58,26,32,35,0.43,0,82,67,5,88,0,0,35,0,60,1,84,1.02,70,18,340,4,30,5,7,17,47,0,2.8,21.1,113,1,2,2,3,0,1729,0.152,230,2,47,1603,19,56,1,0,7,0,0,0,0,0,0,0,0,0,0
"Alex Stalock",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,10,2,6,8,0.8,0
"Alex Tanguay",LW,40,0.51,24,1,1092,14,27,7,6,13,40,6,0.35,20,13,7,18,0.23,0,78,57,3,42,0,0,24,0,44,0,58,0.74,48,11,238,3,12,4,1,3,15,0,1.6,25.1,131,1,1,2,0,2,1958,0.149,121,3,36,1463,18,45,0,0,2,0,0,0,0,0,0,0,0,0,0
"Alexander Edler",D,12,0.16,76,0,1222,16,6,0,0,4,10,1,0,0,0,0,8,0.11,0,75,42,0,58,0,0,21,0,56,0,20,0.27,42,6,248,3,6,0,0,4,10,0,1.7,27.1,129,1,0,0,0,0,2034,0.065,124,0,23,1600,21,47,2,2,7,0,0,0,0,0,0,0,0,0,0
"Alexander Frolov",LW,44,0.62,18,1,1062,14,31,1,1,18,49,2,0.182,11,9,2,23,0.32,0,71,70,7,22,0,0,11,0,64,0,67,0.94,22,1,257,3,13,7,1,5,18,0,2.3,22.8,14,0,0,1,0,0,1621,0.144,160,0,45,1334,18,49,0,0,2,0,0,0,0,0,0,0,0,0,0
"Alexander Nikulin",C,0,0,0,0,9,4,0,0,1,0,0,0,1,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,14,0,0,0,0,9,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alexander Ovechkin",LW,47,0.57,44,3,1415,17,32,10,6,43,75,9,0.389,18,11,7,65,0.79,0,82,93,11,220,0,0,20,0,199,2,112,1.37,40,28,465,5,15,0,1,22,37,0,5.4,21.3,13,0,0,1,0,0,1750,0.146,446,0,68,1894,23,65,1,0,6,0,0,0,0,0,0,0,0,0,0
"Alexander Radulov",RW,32,0.4,36,0,1068,13,30,0,0,22,52,6,0,1,1,0,26,0.32,0,81,52,2,17,0,0,22,0,50,1,58,0.72,44,7,253,3,2,0,0,4,6,0,2.3,19.8,5,0,0,1,0,0,1601,0.142,183,0,58,1327,16,50,1,1,8,0,0,0,0,0,0,0,0,0,0
"Alexander Semin",RW,16,0.25,14,0,780,12,6,4,2,16,22,4,0.364,11,7,4,26,0.41,0,63,81,2,20,0,0,27,0,89,0,42,0.67,54,-18,281,4,10,3,2,10,20,0,2.9,17.4,2,0,0,0,0,0,1095,0.141,185,0,40,1065,16,58,3,2,7,0,0,0,0,0,0,0,0,0,0
"Alexander Steen",C,27,0.36,36,0,1017,13,20,83,42,12,32,2,0.33,179,120,59,15,0.2,0,76,46,2,62,0,0,16,0,80,0,42,0.55,32,0,131,1,7,14,10,2,9,0,2.2,24.1,225,2,0,23,7,1,1835,0.089,169,1,27,1374,18,45,1,0,3,0,0,0,0,0,0,0,0,0,0
"Alexandre Picard",D,3,0.12,38,0,391,16,2,0,0,2,4,1,0,0,0,0,3,0.12,0,24,10,1,35,0,0,5,0,11,0,6,0.25,10,-12,41,1,1,0,0,1,2,0,1,25.2,57,2,0,0,0,0,605,0.125,24,0,5,490,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alexandre Picard",D,0,0,0,0,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,10,0,0,1,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0.3,11,0,0,0,0,0,0,33,0,1,0,0,20,6,37,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alexei Ponikarovsky",LW,17,0.26,21,2,872,13,11,2,1,17,28,1,0.25,4,3,1,18,0.27,0,66,28,1,77,0,0,18,0,72,0,35,0.53,36,3,135,2,6,1,0,1,7,0,2.3,21.5,45,0,0,0,0,0,1417,0.12,150,0,22,1053,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alexei Semenov",D,3,0.14,17,0,276,12,3,0,0,0,3,0,0,0,0,0,1,0.05,0,22,17,0,24,2,0,8,1,13,0,4,0.18,36,-8,31,1,0,0,0,1,1,0,1,22,28,1,0,0,0,0,485,0.043,23,0,0,335,15,41,0,0,0,0,0,0,0,0,0,0,0,0,0
"Alexei Zhitnik",D,5,0.08,54,0,1086,16,2,0,0,3,5,0,0,0,0,0,3,0.05,0,65,36,1,67,0,0,29,0,45,1,8,0.12,58,-8,63,0,2,0,0,0,2,0,1.2,22.7,86,1,1,0,0,0,1473,0.038,79,1,24,1236,19,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"Allan Rourke",D,0,0,22,0,137,10,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0,3,1,0,0,0,3,0,0,0,5,-1,0,0,0,0,0,0,0,0,0.3,15.2,4,0,0,0,0,0,197,0,4,0,1,142,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anders Eriksson",D,17,0.28,70,0,994,16,13,0,0,0,13,0,0,0,0,0,1,0.02,0,61,44,0,63,0,0,18,0,34,0,18,0.3,36,-5,124,2,4,0,0,1,5,0,0.8,27.1,149,2,0,0,0,0,1652,0.02,50,0,28,1267,20,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andre Roy",LW,3,0.05,3,0,336,5,3,0,0,4,7,0,0,0,0,0,4,0.06,0,63,5,0,91,12,0,9,3,12,0,7,0.11,108,-1,7,0,0,0,0,0,0,0,0.6,7.9,0,0,0,0,0,0,496,0.105,38,0,5,344,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andreas Karlsson",C,2,0.03,30,0,435,7,2,110,119,2,4,1,0.546,333,151,182,2,0.03,0,58,2,1,34,0,0,5,0,16,0,4,0.07,10,-7,15,0,0,5,11,0,0,0,0.5,13,108,1,0,36,52,0,755,0.065,31,0,14,560,9,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andreas Lilja",D,10,0.13,114,0,1200,15,10,0,0,2,12,0,0,0,0,0,2,0.03,0,79,38,2,133,3,0,39,0,27,0,12,0.15,93,-2,11,0,0,0,0,0,0,0,0.9,24.5,228,2,0,0,0,0,1932,0.028,72,0,17,1440,18,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrei Kostitsyn",LW,27,0.35,22,0,983,12,23,2,3,14,37,2,0.667,6,2,4,26,0.33,0,78,26,5,102,1,0,11,0,68,0,53,0.68,29,15,234,3,4,0,0,12,16,0,2,17.9,5,0,0,0,1,0,1397,0.167,156,0,22,1223,15,53,2,2,6,0,0,0,0,0,0,0,0,0,0
"Andrei Markov",D,42,0.51,127,0,1363,16,18,0,0,5,23,4,0,0,0,0,16,0.2,0,82,92,2,59,1,0,24,1,83,0,58,0.71,63,1,424,5,22,0,0,10,32,0,1.8,28,259,3,2,0,0,1,2295,0.11,145,3,60,2047,24,54,1,1,2,0,0,0,0,0,0,0,0,0,0
"Andrei Zyuzin",D,3,0.09,35,0,370,11,2,0,0,1,3,0,0,0,0,0,2,0.06,0,32,10,0,29,0,0,19,0,12,0,5,0.16,38,-11,61,1,1,0,0,1,2,0,1.1,19.2,47,1,0,0,0,0,615,0.059,34,0,6,479,14,47,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrej Meszaros",D,27,0.33,100,0,1323,16,17,0,0,2,19,2,0,0,0,0,9,0.11,0,82,48,1,101,0,0,24,0,75,0,36,0.44,50,5,224,2,10,0,0,6,16,0,2,26.1,176,2,0,0,0,1,2139,0.056,160,1,33,1724,21,48,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrej Sekera",D,6,0.16,50,0,615,16,3,0,0,2,5,0,0,0,0,0,2,0.05,0,37,15,1,19,0,0,8,0,17,1,8,0.22,16,5,42,1,3,0,0,0,3,0,0.8,23.8,67,1,0,0,0,0,880,0.071,28,0,14,725,19,49,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Alberts",D,2,0.06,52,0,627,17,2,0,0,0,2,0,0,0,0,0,0,0,0,35,15,0,53,1,0,16,0,14,0,2,0.06,39,4,7,0,0,0,0,0,0,0,0.7,24.9,86,2,0,0,0,0,871,0,25,0,5,721,20,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Bodnarchuk",D,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,399,0,0,0,0,0,5,3,2,0,181,17,2.55,164,0.906,0
"Andrew Brunette",LW,40,0.49,21,1,1017,12,31,2,1,12,43,3,0.375,8,5,3,19,0.23,0,82,27,2,14,0,0,7,0,33,0,59,0.72,14,5,255,3,9,3,2,7,16,0,1.5,20.2,1,0,0,0,0,0,1659,0.152,125,0,24,1274,15,46,0,0,1,0,0,0,0,0,0,0,0,0,0
"Andrew Cogliano",C,27,0.33,31,0,887,10,20,284,176,15,35,1,0.395,542,328,214,18,0.22,0,82,49,5,25,0,0,10,0,32,3,45,0.55,20,1,166,2,6,37,32,1,7,0,1.2,17.8,65,0,1,7,6,2,1462,0.184,98,3,35,1120,13,46,0,0,1,0,0,0,0,0,0,0,0,0,0
"Andrew Ebbett",C,0,0,2,0,31,10,0,9,13,0,0,0,0.586,29,12,17,0,0,0,3,1,0,0,0,0,1,0,2,0,0,0,2,3,8,2,0,2,3,0,0,0,1,20,0,0,0,1,1,0,60,0,3,0,1,39,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Ference",D,14,0.24,65,0,1027,17,9,0,0,1,10,0,0,0,0,0,1,0.02,0,59,29,0,79,2,0,19,0,34,0,15,0.25,50,-14,122,2,4,0,0,0,4,0,1.2,26.8,163,2,1,0,0,0,1579,0.014,71,1,10,1312,22,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Ladd",LW,16,0.25,14,0,686,10,12,4,3,13,25,3,0.5,8,4,4,14,0.22,0,63,11,1,138,1,0,10,1,35,0,30,0.48,35,13,114,1,4,0,1,1,5,0,2.1,17.7,3,0,0,0,0,0,1118,0.107,131,0,19,804,12,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Murray",C,4,0.1,16,0,409,10,4,15,13,6,10,0,0.469,32,17,15,6,0.15,0,39,2,0,47,0,0,6,0,16,0,10,0.26,12,0,19,0,0,2,0,0,0,0,1.2,17.5,27,0,0,0,2,0,682,0.133,45,0,8,456,11,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Peters",LW,1,0.02,3,0,135,3,1,1,0,1,2,0,0,1,1,0,1,0.02,0,44,6,0,22,12,0,4,3,3,0,2,0.05,100,-4,1,0,0,0,0,0,0,0,0.4,5,1,0,0,0,0,0,218,0.056,18,0,2,138,3,38,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andrew Raycroft",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,964,0,0,0,0,0,16,2,9,5,509,63,3.92,446,0.876,1
"Andy Greene",D,8,0.14,77,0,917,15,4,0,0,0,4,1,0,0,0,0,2,0.03,0,59,12,0,30,0,0,11,0,25,0,10,0.17,22,0,118,2,3,0,0,2,5,0,0.8,22.6,114,1,1,0,0,0,1331,0.04,50,1,20,1150,19,52,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andy Hilbert",C,8,0.11,50,0,742,10,8,81,80,8,16,1,0.45,220,121,99,8,0.11,0,70,24,0,39,0,0,9,0,40,0,16,0.23,18,2,13,0,0,3,3,0,0,0,1.8,17.7,187,2,0,37,16,0,1236,0.063,127,0,46,943,13,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andy McDonald",C,34,0.41,20,0,1145,13,20,319,418,15,35,3,0.556,948,421,527,18,0.22,0,82,33,1,46,0,0,21,2,61,0,52,0.63,62,-21,287,3,14,96,100,3,17,0,2.2,22.7,32,0,0,6,9,0,1863,0.099,182,0,31,1465,17,47,3,1,5,0,0,0,0,0,0,0,0,0,0
"Andy Sutton",D,7,0.12,99,0,818,14,6,0,0,1,7,0,0,0,0,0,1,0.02,0,58,17,1,86,4,0,33,0,30,0,8,0.14,86,-6,49,0,1,0,0,0,1,0,1,22.1,185,3,0,0,0,0,1280,0.018,57,0,30,1053,18,49,0,0,0,0,0,0,0,0,0,0,0,0,0
"Andy Wozniewski",D,7,0.15,56,0,549,11,7,0,0,2,9,1,0,0,0,0,2,0.04,0,48,33,0,43,0,0,26,0,18,0,9,0.19,54,5,11,0,0,0,0,0,0,0,0.7,19.8,119,2,0,0,0,0,952,0.059,34,0,7,680,14,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Antero Niittymaki",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1424,0,0,0,0,0,23,12,9,2,739,69,2.91,670,0.907,1
"Anthony Stewart",RW,1,0.04,5,0,156,6,1,0,0,0,1,0,0,0,0,0,0,0,0,26,2,0,14,0,0,0,0,4,0,1,0.04,0,-1,3,0,0,0,0,0,0,0,0.8,8.7,0,0,0,0,0,0,226,0,21,0,4,159,6,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Antoine Vermette",C,29,0.36,25,1,1008,12,20,322,458,17,37,4,0.567,1217,527,690,24,0.3,0,81,49,3,49,1,0,23,0,61,0,53,0.65,51,3,119,1,6,24,45,4,10,0,2.2,23,296,3,3,181,187,3,1861,0.137,175,6,29,1423,17,46,2,0,8,0,0,0,0,0,0,0,0,0,0
"Anton Stralman",D,6,0.12,23,0,561,11,4,0,0,3,7,1,0,0,0,0,3,0.06,0,50,26,0,32,0,0,9,0,16,0,9,0.18,18,-10,73,1,2,0,0,0,2,0,0.8,17,5,0,0,0,0,0,852,0.075,40,0,12,640,12,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anton Volchenkov",D,14,0.21,209,0,1079,16,11,0,0,1,12,0,0,0,0,0,1,0.01,1,67,32,1,153,1,0,20,0,39,0,15,0.22,55,14,8,0,0,0,0,0,0,0,1.1,24.9,286,4,3,0,0,0,1671,0.014,71,3,23,1374,20,49,0,0,0,0,0,0,0,0,0,0,0,0,0
"Antti Miettinen",RW,19,0.28,8,0,775,11,16,8,11,10,26,3,0.609,23,9,14,15,0.22,0,69,37,3,65,0,0,16,0,62,0,34,0.49,34,4,185,2,3,1,3,5,8,0,2,17.1,4,0,0,0,0,0,1181,0.11,136,0,29,965,13,49,1,0,1,0,0,0,0,0,0,0,0,0,0
"Antti Pihlstrom",LW,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,13,0,0,0,0,0,0,13,0,1,0,0,9,9,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Anze Kopitar",C,45,0.55,40,2,1268,15,21,459,421,18,39,6,0.492,1150,584,566,32,0.39,0,82,85,3,47,0,0,11,0,81,1,77,0.94,22,-15,332,4,22,96,121,12,34,0,2.5,25.3,94,1,2,29,24,2,2077,0.159,201,4,52,1696,20,49,3,0,8,0,0,0,0,0,0,0,0,0,0
"Arron Asham",RW,4,0.05,5,0,601,7,3,3,0,6,9,1,0,3,3,0,6,0.08,0,77,18,2,87,8,0,17,1,12,0,10,0.13,84,-6,55,0,1,0,0,0,1,0,0.9,12.3,1,0,0,0,0,0,946,0.088,68,0,21,658,8,42,0,0,1,0,0,0,0,0,0,0,0,0,0
"Barret Jackman",D,14,0.18,124,0,1353,17,11,0,0,1,12,1,0,0,0,0,2,0.03,0,78,40,0,135,5,0,34,0,32,0,16,0.21,93,-12,130,1,2,0,0,1,3,0,1,28,263,3,1,0,0,0,2183,0.025,80,1,31,1747,22,48,0,0,0,0,0,0,0,0,0,0,0,0,0
"Barry Tallackson",RW,0,0,0,0,21,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,33,0,0,0,0,21,7,38,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bates Battaglia",LW,0,0,0,0,57,4,0,1,0,0,0,0,0,1,1,0,0,0,0,13,1,0,1,1,0,1,0,1,0,0,0,7,-6,1,0,0,0,0,0,0,0,0.5,7.3,2,0,0,0,0,0,95,0,6,0,0,61,4,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ben Eager",LW,2,0.06,0,0,182,5,2,4,1,0,2,0,0.2,5,4,1,0,0,1,32,4,0,32,7,0,12,2,7,0,2,0.06,89,-9,2,0,0,0,0,0,0,0,0.5,8.6,0,0,0,0,0,0,276,0,16,0,2,185,5,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ben Guite",RW,11,0.14,66,2,809,10,9,289,290,11,20,1,0.48,805,419,386,11,0.14,1,79,14,2,115,1,0,16,0,36,0,22,0.28,47,1,5,0,1,8,10,0,1,0,1.3,19.5,218,2,1,122,86,0,1544,0.107,103,1,35,1033,13,40,0,0,1,0,0,0,0,0,0,0,0,0,0
"Ben Walter",C,0,0,2,0,45,5,0,20,10,0,0,0,0.303,33,23,10,1,0.12,0,8,2,0,2,0,0,0,0,2,0,1,0.12,0,-1,0,0,0,0,0,1,1,0,0.8,8.8,3,0,0,3,0,0,70,0.167,6,0,1,48,6,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benjamin Ondrus",RW,0,0,0,0,14,4,0,2,1,0,0,0,0.333,3,2,1,0,0,0,3,0,0,2,1,0,0,0,0,0,0,0,5,-1,0,0,0,0,0,0,0,0,1.3,8,1,0,0,0,0,0,24,0,4,0,0,15,5,38,0,0,0,0,0,0,0,0,0,0,0,0,0
"Benoit Pouliot",LW,1,0.09,1,0,85,7,0,39,26,2,2,0,0.4,65,39,26,2,0.18,0,11,2,0,6,0,0,0,0,6,0,3,0.27,0,-1,11,1,1,0,0,0,1,0,0.9,15.3,0,0,0,0,0,0,168,0.2,10,0,7,97,8,35,0,0,0,0,0,0,0,0,0,0,0,0,0
"Bill Guerin",RW,21,0.26,20,1,1103,13,14,3,8,16,30,5,0.667,18,6,12,23,0.28,0,81,54,5,62,3,0,25,0,80,1,44,0.54,65,-15,295,3,7,2,4,7,14,0,2.8,20.2,9,0,0,1,0,0,1637,0.101,227,0,44,1407,17,52,2,0,4,0,0,0,0,0,0,0,0,0,0
"Blair Betts",C,5,0.07,49,1,672,8,4,272,280,2,6,1,0.503,771,383,388,2,0.03,0,75,11,0,91,0,0,10,0,23,0,7,0.09,20,-4,10,0,1,7,7,0,1,0,1.1,18.3,206,2,0,104,101,0,1374,0.024,85,0,32,889,11,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blair Jones",C,0,0,0,0,7,1,0,7,1,0,0,0,0.125,8,7,1,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,3,0,0,0,0,0,0,12,0,1,0,0,7,1,38,0,0,0,0,0,0,0,0,0,0,0,0,0
"Blake Comeau",LW,7,0.14,6,1,555,10,6,17,6,7,13,2,0.296,27,19,8,8,0.16,0,51,16,1,60,0,0,10,0,22,0,15,0.29,22,1,33,0,1,1,2,1,2,0,1.3,14.5,5,0,0,1,0,0,742,0.119,67,0,28,595,11,48,1,0,2,0,0,0,0,0,0,0,0,0,0
"Bobby Allen",D,0,0,6,0,167,8,0,0,0,0,0,0,0,0,0,0,0,0,0,19,5,0,15,0,0,1,0,3,0,0,0,2,-2,13,0,0,0,0,0,0,0,0.5,13.9,6,0,0,0,0,0,265,0,10,0,0,187,9,43,0,0,0,0,0,0,0,0,0,0,0,0,0
