Player,Position,a,a_g,bks,eng,es_toi,es_toi_g,esa,esfol,esfow,esg,esp,first_g,fo_perc,fo_total,fol,fow,g,g_g,g_misc,gp,gva,gwg,hits,major,match_pen,minor,misc,mss,otg,p,p_g,pim,plus_minus,pp_toi,pp_toi_g,ppa,ppfol,ppfow,ppg,ppp,ps,s_g,sft_g,sh_toi,sh_toi_g,sha,shfol,shfow,shg,shifts,shot_perc,shots,shp,tka,toi,toi_g,toi_s,total_so_g,total_so_gdg,total_so_s,gs,w,l,ot,sa,ga,gaa,sv,sv_perc,so
"Daniel Carcillo",LW,2,0.04,14,0,438,7,2,1,1,4,6,0,0.5,2,1,1,4,0,0,57,6,2,80,13,0,16,3,10,0,6,0.11,127,-14,2,0,0,0,0,0,0,0,,12,0,0,0,0,0,0,684,0.071,56,0,7,442,7,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daniel Cleary",RW,20,0.29,25,2,946,13,17,41,24,21,38,5,0.385,91,56,35,26,0,0,68,16,8,112,0,0,10,0,73,1,46,0.68,20,-1,104,1,3,7,8,5,8,0,,22.4,0,1,0,8,3,0,1523,0.135,192,0,18,1131,16,45,0,0,1,0,0,0,0,0,0,0,0,0,0
"Daniel Girardi",D,27,0.34,236,0,1547,19,20,0,0,2,22,0,0,0,0,0,4,0,0,80,51,1,195,1,0,16,0,47,0,31,0.39,37,7,161,2,5,0,0,2,7,0,,28.8,0,3,2,0,0,0,2302,0.036,110,2,30,1966,24,51,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daniel Paille",LW,7,0.16,17,0,430,10,7,0,0,5,12,4,0,0,0,0,6,0,1,43,4,0,24,2,0,4,0,15,0,13,0.3,28,3,0,0,0,0,0,0,0,0,,14.2,0,1,0,0,0,1,612,0.125,48,1,10,486,11,48,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daniel Sedin",LW,63,0.77,12,1,1216,14,39,13,4,23,62,12,0.235,17,13,4,41,0,0,82,48,10,13,0,0,16,0,92,0,104,1.27,32,30,296,3,24,0,0,18,42,0,,24.3,0,0,0,0,0,0,1993,0.154,266,0,36,1521,18,46,1,0,5,0,0,0,0,0,0,0,0,0,0
"Daniel Winnik",LW,15,0.19,52,0,1077,13,11,24,20,7,18,2,0.362,69,44,25,11,0,0,80,19,1,54,1,0,15,0,52,0,26,0.32,35,-2,27,0,3,3,0,2,5,0,,21.7,0,2,1,17,5,2,1739,0.066,167,3,49,1323,16,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"Danny Syvret",D,1,0.1,7,0,139,13,0,0,0,1,1,0,0,0,0,0,1,0,0,10,0,0,4,0,0,3,0,5,0,2,0.2,6,-3,10,1,1,0,0,0,1,0,,19.9,0,0,0,0,0,0,199,0.091,11,0,0,150,15,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dany Heatley",LW,38,0.48,29,1,1231,15,18,9,6,14,32,5,0.45,20,11,9,26,0,0,80,68,5,104,0,0,27,0,99,0,64,0.8,56,8,258,3,19,1,0,11,30,0,,24.7,0,1,1,1,3,1,1978,0.12,217,2,29,1572,19,48,0,0,1,0,0,0,0,0,0,0,0,0,0
"Darcy Hordichuk",LW,4,0.06,4,0,323,5,4,0,0,1,5,0,0,0,0,0,1,0,0,64,6,0,116,10,0,13,0,12,0,5,0.08,76,-1,0,0,0,0,0,0,0,0,,7.7,0,0,0,0,0,0,494,0.031,32,0,5,324,5,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"Darren Helm",C,20,0.24,30,0,835,10,19,323,367,10,29,3,0.526,938,445,493,12,0,0,82,20,2,128,0,0,8,0,58,1,32,0.39,16,9,4,0,0,5,7,0,0,0,,19.4,0,3,1,117,119,2,1593,0.068,177,3,46,1091,13,41,0,0,0,0,0,0,0,0,0,0,0,0,0
"Darroll Powe",C,10,0.12,60,2,733,9,9,47,53,5,14,0,0.492,134,68,66,7,1,0,81,12,2,196,1,0,18,0,35,0,17,0.21,41,-6,4,0,0,0,2,0,0,0,,17.7,0,3,1,21,11,2,1437,0.08,87,3,20,995,12,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Darryl Boyce",C,8,0.17,19,0,491,10,8,230,203,5,13,0,0.464,457,245,212,5,0,0,46,19,1,68,1,0,14,0,18,0,13,0.28,33,8,15,0,0,9,7,0,0,0,,17.4,0,0,0,6,2,0,801,0.185,27,0,13,523,11,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dave Bolland",C,22,0.36,35,1,820,13,14,427,363,11,25,1,0.451,1008,553,455,15,0,0,61,22,1,41,0,0,17,0,40,0,37,0.61,34,11,123,2,8,43,38,4,12,0,,27.2,0,2,0,83,54,0,1658,0.147,102,0,55,1076,17,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dave Scatchard",C,1,0.12,0,0,37,4,1,14,11,0,1,0,0.462,26,14,12,0,0,0,8,1,0,7,0,0,3,0,3,0,1,0.12,6,1,0,0,0,0,1,0,0,0,,9,0,0,0,0,0,0,72,0,6,0,0,38,4,32,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Backes",C,31,0.38,40,3,1250,15,20,468,382,26,46,7,0.445,1138,632,506,31,1,1,82,23,2,213,3,0,34,0,94,0,62,0.76,93,32,221,2,10,101,79,5,15,0,,26.1,0,1,1,63,45,0,2137,0.147,211,1,47,1615,19,45,0,0,1,0,0,0,0,0,0,0,0,0,0
"David Booth",LW,17,0.21,25,0,1302,15,15,19,20,15,30,7,0.5,48,24,24,23,1,0,82,24,3,129,0,0,13,0,98,0,40,0.49,26,-31,235,2,2,4,4,8,10,0,,23.6,0,0,0,1,0,0,1939,0.082,280,0,28,1549,18,48,1,0,5,0,0,0,0,0,0,0,0,0,0
"David Clarkson",RW,6,0.07,19,0,979,11,5,15,11,11,16,4,0.422,45,26,19,12,0,0,82,23,1,170,14,0,18,1,61,0,18,0.22,116,-20,136,1,1,11,8,1,2,0,,18.2,0,0,0,0,0,0,1496,0.063,192,0,24,1116,13,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Desharnais",C,14,0.33,19,0,433,10,10,184,187,4,14,2,0.497,445,224,221,8,0,0,43,6,0,16,0,0,6,0,10,0,22,0.51,12,-3,81,1,4,24,23,4,8,0,,18.1,0,0,0,16,11,0,780,0.145,55,0,10,553,12,43,1,0,2,0,0,0,0,0,0,0,0,0,0
"David Hale",D,4,0.16,22,0,374,14,4,0,0,1,5,0,0,0,0,0,1,0,0,25,10,1,29,0,0,3,0,4,0,5,0.2,6,7,0,0,0,0,0,0,0,0,,20.2,0,1,0,0,0,0,505,0.05,20,0,8,407,16,48,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Jones",RW,18,0.23,38,0,1064,13,14,2,4,21,35,4,0.476,21,11,10,27,0,0,77,28,4,93,0,0,14,0,62,3,45,0.58,28,-2,184,2,3,7,6,6,9,0,,24,0,1,1,2,0,0,1845,0.176,153,1,24,1361,17,44,0,0,4,0,0,0,0,0,0,0,0,0,0
"David Koci",LW,0,0,5,0,142,4,0,0,0,1,1,0,0,0,0,0,1,0,1,35,1,0,28,8,0,5,2,1,0,1,0.03,80,-5,0,0,0,0,0,0,0,0,,6.6,0,0,0,0,0,0,232,0.111,9,0,1,143,4,37,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Krejci",C,49,0.65,40,0,1119,14,38,457,442,12,50,4,0.487,1149,589,560,13,0,0,75,28,2,56,2,0,9,0,51,0,62,0.83,28,23,202,2,11,94,82,1,12,0,,22,0,1,0,38,36,0,1651,0.083,157,0,33,1414,18,51,0,0,2,0,0,0,0,0,0,0,0,0,0
"David Legwand",C,24,0.38,20,4,971,15,20,371,330,15,35,3,0.472,837,442,395,17,0,0,64,44,3,36,0,0,12,0,40,0,41,0.64,24,13,102,1,4,28,31,0,4,0,,25.5,0,2,0,43,34,2,1633,0.131,130,2,55,1203,18,44,0,0,3,0,0,0,0,0,0,0,0,0,0
"David LeNeveu",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,12,2,6,10,0.833,0
"David Liffiton",D,0,0,3,0,29,7,0,0,0,1,1,0,0,0,0,0,1,0,0,4,0,0,3,1,0,1,1,2,0,1,0.25,17,3,0,0,0,0,0,0,0,0,,12,0,0,0,0,0,0,48,0.5,2,0,1,29,7,37,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Moss",RW,13,0.22,32,0,615,10,11,161,114,12,23,4,0.431,364,207,157,17,0,0,58,27,3,92,0,0,8,0,42,0,30,0.52,18,9,85,1,2,22,19,5,7,0,,20.4,0,1,0,24,24,0,1183,0.134,127,0,32,793,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Perron",LW,2,0.2,1,0,134,13,1,0,0,5,6,2,0,0,0,0,5,0,0,10,3,0,6,0,0,6,0,5,0,7,0.7,12,7,45,4,0,0,0,0,0,0,,22.3,0,0,1,0,0,0,223,0.172,29,1,9,184,18,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Schlemko",D,10,0.23,57,0,602,14,5,0,0,4,9,2,0,0,0,0,4,0,0,43,21,0,56,0,0,12,0,22,0,14,0.33,24,8,69,1,5,0,0,0,5,0,,22.7,0,0,0,0,0,0,974,0.085,47,0,3,689,16,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Steckel",C,6,0.08,50,1,755,10,6,239,388,5,11,0,0.623,820,309,511,6,1,0,75,16,1,104,2,0,8,0,22,0,12,0.16,26,-6,12,0,0,6,14,0,0,0,,18.4,0,1,0,64,109,1,1383,0.076,79,1,24,890,11,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Van Der Gulik",LW,2,0.33,3,0,36,6,2,1,0,1,3,0,0,1,1,0,1,0,0,6,2,0,10,0,0,1,0,4,0,3,0.5,2,4,0,0,0,0,0,0,0,0,,11.8,0,0,0,0,0,0,71,0.083,12,0,2,40,6,34,0,0,0,0,0,0,0,0,0,0,0,0,0
"Davis Drewiske",D,5,0.13,61,0,469,12,5,0,0,0,5,0,0,0,0,0,0,0,0,38,12,0,23,1,0,7,0,10,0,5,0.13,19,-1,11,0,0,0,0,0,0,0,,19.6,0,1,0,0,0,0,743,0,27,0,6,545,14,44,0,0,0,0,0,0,0,0,0,0,0,0,0
"Daymond Langkow",C,1,0.25,0,0,52,13,1,15,21,0,1,0,0.535,43,20,23,0,0,0,4,4,0,4,0,0,0,0,3,0,1,0.25,0,3,3,0,0,1,1,0,0,0,,19.8,0,0,0,4,1,0,79,0,6,0,5,59,14,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dennis Seidenberg",D,25,0.31,174,0,1547,19,15,0,0,6,21,1,0,0,0,0,7,0,0,81,27,2,161,1,0,17,0,59,0,32,0.4,41,3,177,2,10,0,0,1,11,0,,28.1,0,2,0,0,0,0,2274,0.042,166,0,12,1907,23,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dennis Wideman",D,30,0.4,126,0,1311,17,17,0,0,1,18,2,0,0,0,0,10,0,0,75,53,1,95,1,0,17,0,88,1,40,0.53,39,-19,305,4,13,0,0,9,22,0,,26.2,0,2,0,0,0,0,1967,0.063,160,0,38,1798,23,55,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Boogaard",LW,1,0.05,3,0,99,4,1,0,0,1,2,0,0,0,0,0,1,0,0,22,1,0,27,7,0,5,0,4,0,2,0.09,45,0,0,0,0,0,0,0,0,0,,6.5,0,0,0,0,0,0,144,0.25,4,0,0,100,4,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Dorsett",RW,13,0.17,37,0,878,11,10,29,18,4,14,3,0.372,51,32,19,4,0,0,76,7,0,195,18,0,32,3,39,0,17,0.22,184,-15,7,0,0,1,0,0,0,0,,18.7,0,1,3,2,1,0,1421,0.036,112,3,25,1003,13,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Joslin",D,7,0.21,28,0,442,13,7,0,0,1,8,1,0,0,0,0,2,0,0,34,17,1,40,0,0,5,0,10,0,9,0.26,10,5,38,1,0,0,0,1,1,0,,21.1,0,1,0,0,0,0,717,0.059,34,0,7,518,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek MacKenzie",C,14,0.22,26,2,554,8,12,187,203,8,20,1,0.52,473,227,246,9,0,0,63,13,1,159,2,0,6,0,34,0,23,0.37,22,14,23,0,1,12,11,0,1,0,,16.5,0,1,1,28,32,1,1042,0.118,76,2,33,683,10,39,0,0,1,0,0,0,0,0,0,0,0,0,0
"Derek Morris",D,11,0.14,136,0,1365,17,10,0,0,4,14,1,0,0,0,0,5,0,0,77,31,1,117,2,0,19,1,49,0,16,0.21,58,-2,61,0,0,0,0,1,1,0,,29.1,0,2,1,0,0,0,2237,0.06,83,1,14,1621,21,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Roy",C,25,0.71,16,0,502,14,13,218,171,8,21,1,0.464,528,283,245,10,0,0,35,25,1,16,0,0,8,0,21,0,35,1,16,-1,130,3,12,47,52,2,14,0,,22.1,0,1,0,18,22,0,775,0.112,89,0,37,683,19,53,1,1,2,0,0,0,0,0,0,0,0,0,0
"Derek Smith",D,1,0.11,11,0,132,14,1,0,0,0,1,0,0,0,0,0,0,0,0,9,2,0,5,0,0,0,0,2,0,1,0.11,0,3,5,0,0,0,0,0,0,0,,18.6,0,0,0,0,0,0,167,0,13,0,3,137,15,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Stepan",C,24,0.29,26,1,1117,13,17,392,243,18,35,3,0.385,719,442,277,21,0,0,82,25,3,83,0,0,10,0,64,0,45,0.55,20,8,194,2,7,34,29,3,10,0,,19.3,0,0,0,16,5,0,1581,0.127,166,0,39,1348,16,51,0,0,5,0,0,0,0,0,0,0,0,0,0
"Derick Brassard",C,30,0.41,14,0,1035,13,20,413,342,11,31,3,0.466,888,474,414,17,0,0,74,23,3,121,1,0,25,0,44,0,47,0.64,55,-11,220,2,10,60,70,6,16,0,,21.1,0,0,0,1,2,0,1560,0.093,183,0,26,1260,17,48,0,0,1,0,0,0,0,0,0,0,0,0,0
"Deryk Engelland",D,7,0.11,54,0,808,12,7,0,0,3,10,1,0,0,0,0,3,0,1,63,14,0,122,13,0,19,1,24,0,10,0.16,123,-5,0,0,0,0,0,0,0,0,,17,0,0,0,0,0,0,1073,0.061,49,0,15,840,13,47,0,0,0,0,0,0,0,0,0,0,0,0,0
"Devan Dubnyk",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2061,0,0,0,0,0,33,12,13,8,1103,93,2.71,1010,0.916,2
"Devin Setoguchi",RW,19,0.26,25,1,952,13,13,4,5,18,31,5,0.454,11,6,5,22,0,0,72,45,5,138,1,0,16,0,69,0,41,0.57,37,-2,140,1,6,2,0,4,10,0,,22,0,0,0,0,0,0,1583,0.111,199,0,29,1094,15,41,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dion Phaneuf",D,22,0.33,121,0,1281,19,12,0,0,5,17,2,0,0,0,0,8,0,0,66,53,1,186,4,0,24,2,94,0,30,0.45,88,-2,259,3,9,0,0,3,12,0,,31.3,0,1,1,0,0,0,2067,0.042,190,1,31,1670,25,48,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dmitry Kulikov",D,20,0.28,79,0,1185,16,16,0,0,5,21,0,0,0,0,0,6,0,0,72,38,1,107,1,0,20,0,44,1,26,0.36,45,-5,187,2,4,0,0,1,5,0,,24,0,0,0,0,0,0,1726,0.072,83,0,18,1436,19,50,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dominic Moore",C,14,0.18,42,0,968,12,13,319,381,12,25,4,0.532,892,417,475,18,0,0,77,25,3,80,0,0,26,0,47,0,32,0.42,52,-12,69,0,1,22,23,6,7,0,,22.7,0,2,0,76,71,0,1750,0.103,175,0,32,1200,15,41,3,2,6,0,0,0,0,0,0,0,0,0,0
"Doug Janik",D,0,0,7,0,86,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,0,2,1,0,1,0,1,0,0,0,7,-2,0,0,0,0,0,0,0,0,,17.4,0,0,0,0,0,0,122,0,8,0,0,92,13,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"Doug Weight",C,7,0.39,4,0,225,12,3,51,51,1,4,0,0.518,110,53,57,2,0,0,18,20,0,9,0,0,5,0,15,0,9,0.5,10,-3,89,4,4,2,5,1,5,0,,20.3,0,0,0,0,1,0,365,0.077,26,0,9,315,17,52,0,0,0,0,0,0,0,0,0,0,0,0,0
"Douglas Murray",D,13,0.18,140,0,1251,17,12,0,0,1,13,0,0,0,0,0,1,0,0,73,27,0,203,4,0,12,0,47,0,14,0.19,44,5,28,0,1,0,0,0,1,0,,26,0,2,0,0,0,0,1901,1,102,0,21,1431,19,45,0,0,0,0,0,0,0,0,0,0,0,0,0
"Drayson Bowman",LW,1,0.04,9,0,214,9,1,0,0,0,1,0,0,0,0,0,0,0,0,23,4,0,24,0,0,4,0,15,0,1,0.04,12,0,10,0,0,0,0,0,0,0,,14.8,0,0,0,0,0,0,340,0,28,0,8,225,9,40,0,0,0,0,0,0,0,0,0,0,0,0,0
"Drew Bagnall",D,0,0,1,0,24,12,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,4,-2,0,0,0,0,0,0,0,0,,17,0,0,0,0,0,0,34,0,1,0,0,26,13,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"Drew Doughty",D,29,0.38,101,0,1476,19,19,0,0,6,25,2,0,0,0,0,11,0,0,76,77,3,137,0,0,29,1,75,0,40,0.53,68,13,317,4,10,0,0,5,15,0,,28,0,2,0,0,0,0,2127,0.079,139,0,22,1948,25,55,0,0,1,0,0,0,0,0,0,0,0,0,0
"Drew Miller",LW,8,0.12,58,0,632,9,8,0,0,9,17,3,0,0,0,0,10,0,0,67,7,2,84,1,0,3,0,37,0,18,0.27,13,-2,5,0,0,0,0,0,0,0,,16.4,0,2,0,0,0,1,1096,0.118,85,1,12,787,11,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Drew Stafford",RW,21,0.34,5,0,820,13,13,20,8,20,33,4,0.304,56,39,17,31,0,0,62,17,4,53,0,0,17,0,38,2,52,0.84,34,13,183,2,8,16,9,11,19,0,,20.5,0,0,0,3,0,0,1271,0.173,179,0,19,1025,16,48,1,0,3,0,0,0,0,0,0,0,0,0,0
"Duncan Keith",D,38,0.46,149,0,1743,21,19,0,0,3,22,1,0,0,0,0,7,0,0,82,83,1,45,0,0,11,0,101,0,45,0.55,22,-1,244,2,19,0,0,3,22,0,,29.1,0,2,0,0,0,1,2388,0.04,173,1,56,2204,26,55,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dustin Boyd",C,0,0,6,0,87,8,0,25,20,1,1,0,0.418,55,32,23,1,0,0,10,2,0,12,0,0,1,0,5,0,1,0.1,2,-6,0,0,0,0,0,0,0,0,,14.2,0,1,0,7,3,0,142,0.125,8,0,0,98,9,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dustin Brown",RW,29,0.35,29,2,1232,15,21,12,11,21,42,6,0.486,37,19,18,28,1,1,82,67,2,300,1,0,26,0,96,0,57,0.7,67,17,243,2,8,3,2,7,15,0,,24.6,0,1,0,4,5,0,2019,0.123,228,0,35,1588,19,47,2,1,7,0,0,0,0,0,0,0,0,0,0
"Dustin Byfuglien",RW,33,0.41,72,0,1553,19,17,0,0,12,29,1,0,0,0,0,20,0,1,81,59,6,140,1,0,29,2,144,3,53,0.65,93,-2,326,4,16,0,0,8,24,0,,25.4,0,0,0,0,0,0,2057,0.058,347,0,85,1887,23,55,0,0,2,0,0,0,0,0,0,0,0,0,0
"Dustin Jeffrey",C,5,0.2,10,0,267,10,5,116,99,6,11,2,0.441,247,138,109,7,0,0,25,8,1,14,0,0,2,0,12,1,12,0.48,4,5,47,1,0,19,8,1,1,0,,16.7,0,0,0,3,2,0,417,0.179,39,0,9,324,12,47,1,1,1,0,0,0,0,0,0,0,0,0,0
"Dustin Penner",LW,22,0.27,30,0,1125,13,20,98,64,16,36,5,0.428,306,175,131,23,0,0,81,69,3,90,1,0,16,1,80,1,45,0.56,47,-12,249,3,2,40,46,6,8,0,,24,0,1,0,37,21,1,1947,0.133,173,1,45,1467,18,45,0,0,3,0,0,0,0,0,0,0,0,0,0
"Dwayne King",LW,2,0.12,0,0,90,5,2,0,0,0,2,0,0,0,0,0,0,0,0,16,2,0,20,6,0,0,0,0,0,2,0.12,30,-3,0,0,0,0,0,0,0,0,,8.3,0,0,0,0,0,0,132,0,6,0,4,90,5,41,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dwayne Roloson",G,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3198,0,0,0,0,0,54,24,25,5,1596,138,2.59,1458,0.914,4
"Dwight King",LW,0,0,1,0,69,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,7,0,0,1,0,1,0,0,0,2,-2,0,0,0,0,0,0,0,0,,15.3,0,0,0,0,0,0,92,0,3,0,1,70,11,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dylan Reese",D,6,0.22,22,0,357,13,6,0,0,0,6,0,0,0,0,0,0,0,0,27,15,0,17,1,0,5,0,12,0,6,0.22,15,-12,8,0,0,0,0,0,0,0,,19.4,0,1,0,0,0,0,525,0,23,0,11,400,14,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ed Jovanovski",D,9,0.18,91,0,823,16,7,0,0,4,11,2,0,0,0,0,5,0,0,50,37,1,87,1,0,17,0,20,0,14,0.28,39,4,60,1,1,0,0,1,2,0,,29,0,2,1,0,0,0,1451,0.068,73,1,9,1023,20,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Edward Purcell",LW,34,0.42,16,0,917,11,16,21,9,14,30,7,0.324,37,25,12,17,0,0,81,19,1,21,0,0,4,0,50,0,51,0.63,10,5,222,2,18,4,3,3,21,0,,18.3,0,0,0,0,0,0,1483,0.087,196,0,35,1142,14,46,0,0,4,0,0,0,0,0,0,0,0,0,0
"Eric Belanger",C,27,0.33,45,1,1151,14,23,453,593,11,34,3,0.553,1297,580,717,13,0,0,82,29,2,71,0,0,18,0,69,0,40,0.49,36,11,123,1,4,38,59,1,5,0,,23.7,0,1,0,89,65,1,1944,0.102,127,1,45,1422,17,44,1,1,3,0,0,0,0,0,0,0,0,0,0
"Eric Boulton",LW,4,0.06,20,0,611,8,4,3,0,6,10,0,0,3,3,0,6,0,0,69,14,1,93,9,0,11,2,17,0,10,0.14,87,1,5,0,0,0,0,0,0,0,,13.7,0,0,0,0,0,0,943,0.118,51,0,11,618,8,39,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Brewer",D,7,0.09,120,0,1391,18,7,0,0,9,16,2,0,0,0,0,9,0,0,76,40,1,145,5,0,23,1,45,0,16,0.21,81,6,45,0,0,0,0,0,0,0,,28.8,0,3,0,0,0,0,2192,0.082,110,0,23,1675,22,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Fehr",RW,10,0.19,20,0,553,10,6,1,0,7,13,0,0,1,1,0,10,0,0,52,7,1,34,0,0,8,0,52,0,20,0.38,16,0,101,1,4,0,0,3,7,0,,16.5,0,0,0,0,0,0,860,0.083,120,0,23,654,12,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Godard",RW,3,0.16,2,0,97,5,3,0,0,0,3,0,0,0,0,0,0,0,2,19,1,0,19,7,0,10,3,1,0,3,0.16,105,4,0,0,0,0,0,0,0,0,,7.4,0,0,0,0,0,0,140,0,1,0,0,98,5,42,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Nystrom",LW,8,0.1,31,1,944,11,8,78,43,3,11,1,0.344,131,86,45,4,0,0,82,17,0,169,2,0,10,0,37,0,12,0.15,30,-16,21,0,0,3,1,1,1,0,,18.6,0,1,0,5,1,0,1525,0.048,83,0,19,1091,13,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Staal",C,43,0.53,31,1,1302,16,26,669,602,18,44,3,0.48,1751,911,840,33,0,0,81,44,8,81,0,0,30,1,133,0,76,0.94,72,-10,361,4,17,174,173,12,29,0,,27.5,0,1,0,68,65,3,2229,0.111,296,3,64,1777,21,48,0,0,1,0,0,0,0,0,0,0,0,0,0
"Eric Tangradi",LW,2,0.13,5,0,142,9,2,2,1,1,3,0,0.333,3,2,1,1,0,0,15,5,0,25,0,0,4,0,4,0,3,0.2,10,-4,24,1,0,0,0,0,0,0,,13.3,0,0,0,0,0,0,199,0.056,18,0,2,168,11,51,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Wellwood",LW,1,0.33,1,0,39,13,1,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,4,0,0,1,0,2,0,1,0.33,2,1,0,0,0,0,0,0,0,0,,17.3,0,0,0,0,0,0,52,0,8,0,4,40,13,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erik Christensen",C,16,0.25,11,0,669,10,13,286,268,7,20,2,0.494,639,323,316,11,0,0,63,17,1,34,0,0,9,0,41,0,27,0.43,18,3,133,2,3,37,48,4,7,0,,16.5,0,0,0,0,0,0,1041,0.128,86,0,28,803,12,46,5,3,8,0,0,0,0,0,0,0,0,0,0
"Erik Cole",LW,26,0.32,34,2,1179,14,20,15,3,22,42,0,0.206,34,27,7,26,0,0,82,36,9,225,1,0,17,1,74,2,52,0.63,49,-1,221,2,5,5,2,3,8,0,,26,0,1,1,7,2,1,2129,0.129,201,2,65,1513,18,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erik Condra",RW,5,0.19,21,0,341,13,4,0,2,5,9,1,0.5,4,2,2,6,0,0,26,11,2,4,0,0,6,0,15,0,11,0.42,12,-1,18,0,0,0,0,1,1,0,,20.8,0,1,1,2,0,0,540,0.125,48,1,9,412,15,46,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erik Gustafsson",D,0,0,1,0,32,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,0,0,0,0,0,4,-1,0,0,0,0,0,0,0,0,,15.3,0,0,0,0,0,0,46,0,2,0,1,32,10,43,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erik Johnson",D,21,0.27,133,0,1359,17,13,0,0,4,17,4,0,0,0,0,8,0,0,77,43,2,99,2,0,18,1,52,1,29,0.38,56,-13,209,2,7,0,0,3,10,0,,29.2,0,2,1,0,0,1,2247,0.05,161,2,28,1757,22,47,0,0,2,0,0,0,0,0,0,0,0,0,0
"Erik Karlsson",D,32,0.43,74,0,1378,18,14,0,0,9,23,5,0,0,0,0,13,0,0,75,79,4,32,0,0,25,0,66,0,45,0.6,50,-30,274,3,17,0,0,4,21,0,,24.6,0,1,1,0,0,0,1844,0.071,182,1,56,1763,23,57,1,1,3,0,0,0,0,0,0,0,0,0,0
"Ethan Moreau",LW,5,0.14,23,0,395,10,4,8,3,1,5,0,0.294,17,12,5,1,0,0,37,3,1,73,0,0,12,0,18,1,6,0.16,24,-9,2,0,1,0,1,0,1,0,,17.7,0,1,0,4,1,0,656,0.018,56,0,7,461,12,42,0,0,0,0,0,0,0,0,0,0,0,0,0
