player,position,a,a_g,bks,eng,es_toi,es_toi_g,esa,esfol,esfow,esg,esp,first_g,fo_perc,fo_total,fol,fow,g,g_g,g_misc,gp,gva,gwg,hits,major,match_pen,minor,misc,mss,otg,p,p_g,pim,plus_minus,pp_toi,pp_toi_g,ppa,ppfol,ppfow,ppg,ppp,ps,s_g,sft_g,sh_toi,sh_toi_g,sha,shfol,shfow,shg,shifts,shot_perc,shots,shp,tka,toi,toi_g,toi_s,total_so_g,total_so_gdg,total_so_s,gs,w,l,ot,sa,ga,gaa,sv,sv_perc,so
"Daniel Taylor",G,0,0,0,0,106,35.333,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,2.667,0,0,0,0,0,0,0,0,5,1.667,0,0,0,0,0,0,0,0,0,120,40,0,0,0,0,2,1,1,0,68,6,3,62,0.912,0
"Daniel Winnik",LW,13,0.271,37,0,651,13.563,13,0,0,6,19,0,0.302,53,37,16,6,0.125,0,48,10,1,63,0,0,8,0,27,0,19,0.396,16,14,3,0.063,0,0,0,0,0,0,1.979,22.146,100,2.083,0,0,0,0,1063,0.063,95,0,24,807.66,16.818,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0
"Danny Briere",RW,10,0.294,6,0,428,12.588,7,0,0,3,10,0,0.459,135,73,62,6,0.176,0,34,13,1,15,0,0,5,0,19,0,16,0.471,10,-13,82,2.412,3,0,0,3,6,0,2.559,19.794,0,0,0,0,0,0,673,0.069,87,0,7,546.02,16.051,0.81,0,0,1,0,0,0,0,0,0,0,0,0,0
"Danny Dekeyser",D,1,0.091,9,0,166,15.091,1,0,0,0,1,0,0,0,0,0,0,0,0,11,6,0,9,0,0,1,0,5,0,1,0.091,2,4,4,0.364,0,0,0,0,0,0,1.364,25.364,14,1.273,0,0,0,0,279,0,15,0,5,198.54,18.026,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dany Heatley",LW,10,0.278,22,0,541,15.028,6,0,0,8,14,0,0.387,31,19,12,11,0.306,0,36,8,1,26,0,0,4,0,21,0,21,0.583,8,-12,90,2.5,4,0,0,3,7,0,2.306,23.472,1,0.028,0,0,0,0,845,0.133,83,0,8,667.17,18.525,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0
"Darcy Hordichuk",LW,0,0,0,0,6,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,1,0,0,0,0,0,2,-1,0,0,0,0,0,0,0,0,0,3.5,0,0,0,0,0,0,14,0,0,0,0,8.13,1.828,0.58,0,0,0,0,0,0,0,0,0,0,0,0,0
"Darcy Kuemper",G,0,0,0,0,243,40.5,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,21,3.5,0,0,0,0,0,0,0,0,19,3.167,0,0,0,0,0,0,0,0,0,288.3,48.05,0,0,0,0,3,1,2,0,119,10,2.08,109,0.916,0
"Darren Helm",C,0,0,0,0,6,6,0,0,0,0,0,0,43,14,8,6,0,0,0,1,1,0,4,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,1,20,5,5,0,0,0,0,20,0,1,0,1,12.45,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Darroll Powe",C,0,0,22,0,284,6.762,0,0,0,0,0,0,0.538,104,48,56,0,0,0,42,3,0,82,1,0,11,0,15,0,0,0,27,-1,0,0,0,0,0,0,0,0,0.548,13,47,1.119,0,0,0,0,546,0,23,0,5,377.91,8.993,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dave Bolland",C,7,0.2,18,0,436,12.457,4,0,0,6,10,0,0.461,518,279,239,7,0.2,0,35,16,1,43,0,0,11,0,13,0,14,0.4,22,-7,69,1.971,2,0,0,1,3,0,1.314,21.514,15,0.429,1,0,0,0,753,0.152,46,1,21,571.82,16.32,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dave Dziurzynski",LW,0,0,3,0,142,11.833,0,0,0,2,2,0,0.75,4,1,3,2,0.167,0,12,2,0,29,1,0,4,0,5,0,2,0.167,13,-1,2,0.167,0,0,0,0,0,0,1.667,16.917,0,0,0,0,0,0,203,0.1,20,0,4,150.59,12.477,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Backes",C,22,0.458,41,1,728,15.167,17,0,0,5,22,0,0.523,912,435,477,6,0.125,0,48,10,1,158,0,1,26,0,39,0,28,0.583,62,5,82,1.708,4,0,0,1,5,0,2.083,29.229,63,1.313,1,0,0,0,1403,0.06,100,1,30,941.33,19.595,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Booth",LW,2,0.167,1,1,143,11.917,2,0,0,1,3,0,0,1,0,1,1,0.083,0,12,0,0,24,0,0,2,0,11,0,3,0.25,4,-3,1,0.083,0,0,0,0,0,0,2.25,18.167,1,0.083,0,0,0,0,218,0.037,27,0,2,153.05,12.704,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Clarkson",RW,9,0.188,6,1,648,13.5,7,0,0,9,16,0,0.24,25,19,6,15,0.313,0,48,16,5,84,6,0,19,1,50,0,24,0.5,78,-6,148,3.083,2,0,0,6,8,0,3.75,22.583,0,0,0,0,0,0,1084,0.083,180,0,8,844.6,17.583,0.78,1,1,4,0,0,0,0,0,0,0,0,0,0
"David Desharnais",C,18,0.375,18,0,625,13.021,13,0,0,8,21,0,0.5,764,382,382,10,0.208,0,48,15,3,26,0,0,13,0,23,0,28,0.583,26,-2,114,2.375,5,0,0,2,7,0,1.375,21.729,2,0.042,0,0,0,0,1043,0.152,66,0,23,790.61,16.454,0.76,2,1,4,0,0,0,0,0,0,0,0,0,0
"David Jones",RW,6,0.182,20,0,429,13,6,0,0,2,8,0,0.286,21,15,6,3,0.091,0,33,11,2,45,0,0,3,0,18,0,9,0.273,6,-11,42,1.273,0,0,0,1,1,0,1.879,23,40,1.212,0,0,0,0,759,0.048,62,0,9,555.1,16.815,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Krejci",C,23,0.5,27,0,717,15.587,16,0,0,10,26,0,0.551,644,289,355,10,0.217,0,46,24,5,41,0,0,10,0,37,0,33,0.717,20,2,80,1.739,7,0,0,0,7,0,2,21.348,3,0.065,0,0,0,0,982,0.109,92,0,20,853.92,18.552,0.87,1,1,4,0,0,0,0,0,0,0,0,0,0
"David Legwand",C,13,0.271,20,0,712,14.833,11,0,0,10,21,0,0.502,721,359,362,12,0.25,0,48,32,2,20,0,0,10,0,29,0,25,0.521,20,-7,74,1.542,2,0,0,2,4,0,1.625,25.104,32,0.667,0,0,0,0,1205,0.154,78,0,31,884.45,18.42,0.73,2,0,7,0,0,0,0,0,0,0,0,0,0
"David Moss",RW,15,0.333,34,0,558,12.4,14,0,0,3,17,0,0.29,31,22,9,5,0.111,0,45,6,0,73,1,0,8,0,34,0,20,0.444,21,3,9,0.2,1,0,0,1,2,0,1.822,21.956,79,1.756,0,0,0,1,988,0.061,82,1,15,699.77,15.536,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Perron",LW,15,0.313,11,0,686,14.292,11,0,0,8,19,0,0.364,22,14,8,10,0.208,0,48,14,2,48,0,0,22,0,31,0,25,0.521,44,0,96,2,4,0,0,2,6,0,1.75,26.542,22,0.458,0,0,0,0,1274,0.119,84,0,26,864.32,18.007,0.68,1,0,2,0,0,0,0,0,0,0,0,0,0
"David Rundblad",D,1,0.125,9,0,73,9.125,1,0,0,0,1,0,0,0,0,0,0,0,0,8,2,0,7,0,0,0,0,5,0,1,0.125,0,-5,25,3.125,0,0,0,0,0,0,1.125,16.5,1,0.125,0,0,0,0,132,0,9,0,0,109.87,13.656,0.83,0,0,1,0,0,0,0,0,0,0,0,0,0
"David Savard",D,0,0,2,0,48,12,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,4,0,0,0,0,2,0,0,0,0,-3,0,0,0,0,0,0,0,0,0.25,17,1,0.25,0,0,0,0,68,0,1,0,0,52.81,13.148,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Schlemko",D,5,0.167,57,0,403,13.433,5,0,0,1,6,0,0,0,0,0,1,0.033,0,30,6,0,38,0,0,6,0,23,0,6,0.2,12,8,46,1.533,0,0,0,0,0,0,1.167,21.833,34,1.133,0,0,0,0,655,0.029,35,0,5,516.52,17.215,0.79,1,1,1,0,0,0,0,0,0,0,0,0,0
"David Steckel",C,6,0.176,21,0,258,7.588,6,0,0,1,7,0,0.545,321,146,175,1,0.029,0,34,5,0,41,0,0,2,0,11,0,7,0.206,4,0,0,0,0,0,0,0,0,0,0.676,14.529,26,0.765,0,0,0,0,494,0.043,23,0,6,315.02,9.252,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Ullstrom",C,3,0.15,1,0,175,8.75,3,0,0,2,5,0,0.556,18,8,10,2,0.1,0,20,5,1,23,0,0,3,0,15,0,5,0.25,6,-2,1,0.05,0,0,0,0,0,0,1.4,14.95,0,0,0,0,0,0,299,0.071,28,0,3,189.97,9.479,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0
"David Van Der Gulik",LW,2,0.222,5,0,65,7.222,2,0,0,0,2,0,0.5,8,4,4,0,0,0,9,1,0,10,0,0,3,0,2,0,2,0.222,6,3,0,0,0,0,0,0,0,0,1.111,17.111,12,1.333,0,0,0,0,154,0,10,0,3,85.04,9.366,0.55,0,0,0,0,0,0,0,0,0,0,0,0,0
"Davis Drewiske",D,5,0.172,35,0,336,11.586,5,0,0,1,6,0,0,1,0,1,2,0.069,0,29,12,0,21,0,0,7,0,16,0,7,0.241,14,4,4,0.138,0,0,0,1,1,0,0.966,22.069,67,2.31,0,0,0,0,640,0.071,28,0,1,440.56,15.182,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dennis Seidenberg",D,12,0.267,113,0,860,19.111,11,0,0,3,14,0,0,0,0,0,3,0.067,0,45,16,2,111,0,0,5,0,33,0,15,0.333,10,19,34,0.756,1,0,0,0,1,0,1.822,27.333,122,2.711,0,0,0,0,1230,0.037,82,0,10,1071.37,23.806,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dennis Wideman",D,16,0.348,100,0,866,18.826,6,0,0,2,8,0,0,1,1,0,6,0.13,0,46,37,1,40,0,0,7,0,51,0,22,0.478,12,-9,140,3.043,9,0,0,4,13,0,2.043,29.63,74,1.609,1,0,0,0,1363,0.064,94,1,16,1151.12,25.015,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Dorsett",RW,6,0.25,10,0,321,13.375,6,0,0,3,9,0,0.565,23,10,13,3,0.125,0,24,1,0,55,5,0,14,0,7,0,9,0.375,53,-11,4,0.167,0,0,0,0,0,0,1.583,21.917,34,1.417,0,0,0,0,526,0.079,38,0,5,383.74,15.977,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Grant",C,0,0,0,0,32,6.4,0,0,0,0,0,0,0.548,31,14,17,0,0,0,5,1,0,8,0,0,0,0,3,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,12.8,5,1,0,0,0,0,64,0,5,0,0,43.31,8.626,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Joslin",D,0,0,4,0,31,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,4,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,1,25,1,0.5,0,0,0,0,50,0,2,0,0,33.99,16.51,0.68,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek MacKenzie",C,5,0.116,19,0,360,8.372,5,0,0,3,8,0,0.594,323,131,192,3,0.07,0,43,5,0,122,4,0,8,0,12,0,8,0.186,36,1,0,0,0,0,0,0,0,0,0.767,15.814,42,0.977,0,0,0,0,680,0.091,33,0,12,444.58,10.335,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Meech",D,1,0.063,12,0,220,13.75,1,0,0,0,1,0,0,0,0,0,0,0,0,16,7,0,24,0,0,1,0,4,0,1,0.063,2,0,4,0.25,0,0,0,0,0,0,0.313,18.438,1,0.063,0,0,0,0,295,0,5,0,1,235.16,14.66,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Morris",D,11,0.282,69,0,683,17.513,8,0,0,0,8,0,0,0,0,0,0,0,0,39,15,0,92,0,0,18,0,43,0,11,0.282,36,-6,30,0.769,3,0,0,0,3,0,1.744,28.436,74,1.897,0,0,0,0,1109,0,68,0,10,834.45,21.374,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Roy",C,21,0.5,30,0,581,13.833,14,0,0,5,19,0,0.456,647,352,295,7,0.167,0,42,24,1,15,0,0,3,0,24,0,28,0.667,6,4,90,2.143,6,0,0,2,8,0,2.024,23.214,51,1.214,1,0,0,0,975,0.082,85,1,31,780.95,18.593,0.8,0,0,2,0,0,0,0,0,0,0,0,0,0
"Derek Smith",D,1,0.045,24,0,252,11.455,1,0,0,0,1,0,0,0,0,0,0,0,0,22,9,0,7,0,0,5,0,6,0,1,0.045,10,-5,0,0,0,0,0,0,0,0,0.818,17.045,3,0.136,0,0,0,0,375,0,18,0,2,269.41,12.206,0.72,0,0,0,0,0,0,0,0,0,0,0,0,0
"Derek Stepan",C,26,0.542,28,0,748,15.583,17,0,0,13,30,0,0.459,977,529,448,18,0.375,0,48,22,6,52,0,0,6,0,42,0,44,0.917,12,25,115,2.396,6,0,0,4,10,0,2.25,25.729,80,1.667,3,0,0,1,1235,0.167,108,4,34,1004.3,20.908,0.81,1,0,2,0,0,0,0,0,0,0,0,0,0
"Derick Brassard",C,17,0.362,8,0,622,13.234,9,0,0,9,18,0,0.482,446,231,215,12,0.255,0,47,17,1,83,0,0,8,0,24,0,29,0.617,16,1,107,2.277,8,0,0,3,11,0,1.872,20.872,0,0,0,0,0,0,981,0.136,88,0,19,778.12,16.552,0.79,1,1,2,0,0,0,0,0,0,0,0,0,0
"Deryk Engelland",D,6,0.143,57,0,524,12.476,6,0,0,0,6,0,0,0,0,0,0,0,0,42,16,0,70,6,0,12,0,8,0,6,0.143,54,5,0,0,0,0,0,0,0,0,0.738,18.738,27,0.643,0,0,0,0,787,0,31,0,7,584.64,13.909,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0
"Devan Dubnyk",G,0,0,0,0,1673,44.026,0,0,0,0,0,0,0,0,0,0,0,0,0,38,22,0,0,0,0,0,0,0,0,0,0,0,0,181,4.763,0,0,0,0,0,0,0,0,201,5.289,0,0,0,0,0,0,0,0,0,2100.96,55.288,0,0,0,0,37,14,16,6,1133,90,2.57,1043,0.921,3
"Devante Smith-Pelly",LW,0,0,4,0,58,8.286,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,0,14,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,0.714,13,0,0,0,0,0,0,91,0,5,0,2,62.98,8.923,0.69,0,0,0,0,0,0,0,0,0,0,0,0,0
"Devin Setoguchi",RW,14,0.292,19,0,573,11.938,13,0,0,8,21,0,0.412,17,10,7,13,0.271,0,48,18,3,92,0,0,10,0,33,0,27,0.563,20,5,70,1.458,1,0,0,5,6,0,2.021,20.271,0,0,0,0,0,0,973,0.134,97,0,18,693.05,14.435,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dion Phaneuf",D,19,0.396,91,0,858,17.875,7,0,0,6,13,0,0,0,0,0,9,0.188,0,48,53,1,131,1,0,20,2,41,0,28,0.583,65,-3,137,2.854,12,0,0,3,15,0,1.833,31.604,145,3.021,0,0,0,0,1517,0.102,88,0,15,1208.07,25.149,0.8,0,0,1,0,0,0,0,0,0,0,0,0,0
"Dmitrij Jaskin",RW,0,0,0,0,14,7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,11.5,0,0,0,0,0,0,23,0,2,0,1,14.98,7.265,0.65,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dmitry Kulikov",D,7,0.206,49,0,573,16.853,3,0,0,1,4,0,0,0,0,0,3,0.088,0,34,23,2,84,0,0,11,0,24,0,10,0.294,22,-5,64,1.882,4,0,0,2,6,0,1.529,25.559,30,0.882,0,0,0,0,869,0.058,52,0,9,713.17,20.948,0.82,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dmitry Orlov",D,1,0.2,4,0,67,13.4,1,0,0,0,1,0,0,0,0,0,0,0,0,5,2,0,2,0,0,0,0,2,0,1,0.2,0,5,3,0.6,0,0,0,0,0,0,0.2,16.2,1,0.2,0,0,0,0,81,0,1,0,2,74.72,14.94,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dougie Hamilton",D,11,0.262,33,0,606,14.429,9,0,0,3,12,0,0,0,0,0,5,0.119,0,42,27,0,59,0,0,7,0,27,0,16,0.381,14,4,63,1.5,2,0,0,2,4,0,1.976,21.548,3,0.071,0,0,0,0,905,0.06,83,0,8,719.4,17.106,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0
"Douglas Murray",D,5,0.116,98,0,613,14.256,5,0,0,1,6,0,0,0,0,0,1,0.023,0,43,10,0,89,3,0,10,0,23,0,6,0.14,35,-9,0,0,0,0,0,0,0,0,0.628,23.744,99,2.302,0,0,0,0,1021,0.037,27,0,10,756.22,17.575,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0
"Drayson Bowman",LW,2,0.054,14,0,386,10.432,2,0,0,3,5,0,0.4,10,6,4,3,0.081,0,37,7,0,55,1,0,6,0,24,0,5,0.135,17,-7,5,0.135,0,0,0,0,0,0,1.838,17.405,11,0.297,0,0,0,0,644,0.044,68,0,21,433.07,11.696,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0
"Drew Doughty",D,16,0.333,46,1,993,20.688,9,0,0,3,12,0,0,0,0,0,6,0.125,0,48,36,0,128,0,0,18,0,55,0,22,0.458,36,2,125,2.604,7,0,0,3,10,0,2.375,32.167,82,1.708,0,0,0,0,1544,0.053,114,0,9,1267.06,26.391,0.82,0,0,1,0,0,0,0,0,0,0,0,0,0
"Drew Leblanc",C,0,0,0,0,24,12,0,0,0,0,0,0,0.5,18,9,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,-3,1,0.5,0,0,0,0,0,0,1.5,17,0,0,0,0,0,0,34,0,3,0,1,26.67,13.1,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0
"Drew Miller",LW,4,0.091,41,0,476,10.818,4,0,0,3,7,0,0.25,4,3,1,4,0.091,0,44,8,2,81,0,0,1,0,20,0,8,0.182,2,-8,2,0.045,0,0,0,1,1,0,1.227,18.955,82,1.864,0,0,0,0,834,0.074,54,0,12,607.95,13.8,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0
"Drew Shore",C,10,0.233,18,1,577,13.419,8,0,0,1,9,0,0.479,443,231,212,3,0.07,0,43,10,1,37,0,0,7,0,26,0,13,0.302,14,-10,29,0.674,2,0,0,1,3,0,2.233,20.256,18,0.419,0,0,0,1,871,0.031,96,1,19,679.68,15.788,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0
"Drew Stafford",RW,12,0.261,9,0,578,12.565,9,0,0,6,15,0,0.44,84,47,37,6,0.13,0,46,19,0,46,1,0,8,0,32,0,18,0.391,21,-16,95,2.065,3,0,0,0,3,0,2.63,21.087,46,1,0,0,0,0,970,0.05,121,0,21,782.88,17.009,0.81,2,1,4,0,0,0,0,0,0,0,0,0,0
"Duncan Keith",D,24,0.511,66,0,872,18.553,15,0,0,1,16,0,0,0,0,0,3,0.064,0,47,29,0,19,1,0,8,1,29,0,27,0.574,31,16,106,2.255,8,0,0,2,10,0,1.936,28.787,86,1.83,1,0,0,0,1353,0.033,91,1,26,1133.09,24.103,0.84,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dustin Brown",RW,11,0.239,8,1,686,14.913,6,0,0,10,16,0,0.366,41,26,15,18,0.391,0,46,27,1,156,0,0,11,0,56,0,29,0.63,22,6,110,2.391,5,0,0,8,13,0,3.087,24.587,40,0.87,0,0,0,0,1131,0.127,142,0,17,897.06,19.494,0.79,2,1,4,0,0,0,0,0,0,0,0,0,0
"Dustin Butler",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dustin Byfuglien",RW,20,0.465,47,0,854,19.86,14,0,0,4,18,0,0,0,0,0,8,0.186,0,43,50,2,80,0,0,19,0,56,0,28,0.651,34,-1,133,3.093,6,0,0,4,10,0,3.302,25.651,11,0.256,0,0,0,0,1103,0.056,142,0,26,1049.36,24.401,0.95,0,0,1,0,0,0,0,0,0,0,0,0,0
"Dustin Jeffrey",C,3,0.125,5,0,250,10.417,3,0,0,3,6,0,0.47,200,106,94,3,0.125,0,24,5,0,6,0,0,1,0,12,0,6,0.25,2,1,3,0.125,0,0,0,0,0,0,1.083,15.333,2,0.083,0,0,0,0,368,0.115,26,0,2,276.32,11.496,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dustin Penner",LW,11,0.333,7,0,374,11.333,10,0,0,2,12,0,0.4,5,3,2,2,0.061,0,33,16,0,59,0,0,9,0,24,0,13,0.394,18,-2,18,0.545,1,0,0,0,1,0,1.848,17.818,0,0,0,0,0,0,588,0.033,61,0,15,419.04,12.689,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dwight King",LW,6,0.128,9,0,558,11.872,6,0,0,4,10,0,0.333,6,4,2,4,0.085,0,47,11,0,58,1,0,3,0,29,0,10,0.213,11,-3,8,0.17,0,0,0,0,0,0,1.277,17.319,0,0,0,0,0,0,814,0.067,60,0,14,599.52,12.747,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0
"Dylan Reese",D,0,0,4,0,40,13.333,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0.667,0,0,0,0,0,0,0.333,19.333,1,0.333,0,0,0,0,58,0,1,0,1,45.79,15.18,0.79,0,0,0,0,0,0,0,0,0,0,0,0,0
"Ed Jovanovski",D,1,0.167,8,0,70,11.667,1,0,0,0,1,0,0,0,0,0,0,0,0,6,6,0,3,0,0,0,0,4,0,1,0.167,0,-4,3,0.5,0,0,0,0,0,0,1,22.5,14,2.333,0,0,0,0,135,0,6,0,1,93.99,15.548,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0
"Edward Pasquale",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Emerson Etem",RW,7,0.184,20,0,373,9.816,5,0,0,3,8,0,0.4,5,3,2,3,0.079,0,38,5,0,43,1,0,2,0,24,0,10,0.263,9,7,4,0.105,0,0,0,0,0,0,1.263,15.658,28,0.737,2,0,0,0,595,0.063,48,2,11,435.55,11.439,0.73,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Belanger",C,3,0.115,15,0,270,10.385,3,0,0,0,3,0,0.537,378,175,203,0,0,0,26,9,0,19,0,0,5,0,4,0,3,0.115,10,-1,3,0.115,0,0,0,0,0,0,1.192,21.423,68,2.615,0,0,0,0,557,0,31,0,12,367.24,14.108,0.66,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Boulton",LW,0,0,6,0,78,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,23,4,0,3,1,4,0,0,0,36,-4,0,0,0,0,0,0,0,0,0.333,8.933,0,0,0,0,0,0,134,0,5,0,1,85.09,5.631,0.64,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Brewer",D,8,0.167,94,0,852,17.75,8,0,0,3,11,0,0,0,0,0,4,0.083,0,48,30,1,88,0,0,15,0,24,0,12,0.25,30,3,5,0.104,0,0,0,1,1,0,1.167,27,78,1.625,0,0,0,0,1296,0.071,56,0,13,984.63,20.496,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Fehr",RW,8,0.195,22,0,464,11.317,7,0,0,6,13,0,0,4,4,0,9,0.22,0,41,9,2,36,0,0,5,0,31,0,17,0.415,10,14,21,0.512,1,0,0,2,3,0,1.756,17.098,16,0.39,0,0,0,1,701,0.125,72,1,23,548.21,13.362,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Gelinas",D,0,0,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0,0,22,0,1,0,0,15.98,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Gryba",D,4,0.121,37,0,572,17.333,4,0,0,2,6,0,0,0,0,0,2,0.061,0,33,32,0,89,0,0,13,0,18,0,6,0.182,26,-3,1,0.03,0,0,0,0,0,0,1.545,26.485,64,1.939,0,0,0,0,874,0.039,51,0,10,669.16,20.274,0.77,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Hartzell",G,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Nystrom",LW,4,0.083,26,0,534,11.125,4,0,0,6,10,0,0.577,26,11,15,7,0.146,0,48,12,3,122,7,0,13,0,33,0,11,0.229,61,-3,17,0.354,0,0,0,0,0,0,1.021,19.208,81,1.688,0,0,0,1,922,0.143,49,1,19,688.79,14.346,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Selleck",LW,1,0.5,0,0,15,7.5,1,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,5,1,0,1,0,1,0,1,0.5,17,2,0,0,0,0,0,0,0,0,1,12.5,0,0,0,0,0,0,25,0,2,0,2,15.83,7.89,0.63,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Staal",C,35,0.729,24,1,759,15.813,29,0,0,14,43,0,0.52,1014,487,527,18,0.375,0,48,24,4,35,0,0,22,1,53,0,53,1.104,54,6,150,3.125,6,0,0,3,9,0,3.167,26.333,39,0.813,0,0,0,1,1264,0.118,152,1,48,1007.8,20.98,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Tangradi",LW,3,0.073,22,0,386,9.415,3,0,0,1,4,0,0,2,2,0,1,0.024,0,41,8,0,87,2,0,1,1,21,0,4,0.098,22,-2,2,0.049,0,0,0,0,0,0,1.171,13,0,0,0,0,0,0,533,0.021,48,0,8,413.48,10.076,0.78,0,0,0,0,0,0,0,0,0,0,0,0,0
"Eric Wellwood",LW,0,0,1,0,34,8.5,0,0,0,0,0,0,0,6,6,0,0,0,0,4,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,12.5,0,0,0,0,0,0,50,0,2,0,3,37.66,9.303,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0
"Erik Cole",LW,4,0.085,27,0,570,12.128,2,0,0,8,10,0,0.328,67,45,22,9,0.191,0,47,17,2,101,0,0,10,0,43,0,13,0.277,20,-6,119,2.532,2,0,0,1,3,0,1.83,21.553,25,0.532,0,0,0,0,1013,0.105,86,0,18,770.41,16.373,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0
